_id,class,description
o-dang_davidson_11210,offensive,davidson_category_desc_9302
o-dang_davidson_11211,offensive,davidson_category_desc_9303
o-dang_davidson_11212,offensive,davidson_category_desc_9304
o-dang_davidson_11213,offensive,davidson_category_desc_9305
o-dang_davidson_11214,offensive,davidson_category_desc_9306
o-dang_davidson_11215,offensive,davidson_category_desc_9307
o-dang_davidson_11216,offensive,davidson_category_desc_9308
o-dang_davidson_11218,offensive,davidson_category_desc_9309
o-dang_davidson_11220,offensive,davidson_category_desc_9310
o-dang_davidson_11221,offensive,davidson_category_desc_9311
o-dang_davidson_11222,offensive,davidson_category_desc_9312
o-dang_davidson_11223,offensive,davidson_category_desc_9313
o-dang_davidson_11224,offensive,davidson_category_desc_9314
o-dang_davidson_11226,offensive,davidson_category_desc_9315
o-dang_davidson_11227,offensive,davidson_category_desc_9316
o-dang_davidson_11228,offensive,davidson_category_desc_9317
o-dang_davidson_11229,offensive,davidson_category_desc_9318
o-dang_davidson_11230,offensive,davidson_category_desc_9319
o-dang_davidson_11231,hate speech,davidson_category_desc_9320
o-dang_davidson_11232,offensive,davidson_category_desc_9321
o-dang_davidson_11234,offensive,davidson_category_desc_9322
o-dang_davidson_11235,offensive,davidson_category_desc_9323
o-dang_davidson_11236,offensive,davidson_category_desc_9324
o-dang_davidson_11237,offensive,davidson_category_desc_9325
o-dang_davidson_11238,offensive,davidson_category_desc_9326
o-dang_davidson_11239,offensive,davidson_category_desc_9327
o-dang_davidson_11240,offensive,davidson_category_desc_9328
o-dang_davidson_11241,offensive,davidson_category_desc_9329
o-dang_davidson_11242,offensive,davidson_category_desc_9330
o-dang_davidson_11243,offensive,davidson_category_desc_9331
o-dang_davidson_11244,offensive,davidson_category_desc_9332
o-dang_davidson_11245,offensive,davidson_category_desc_9333
o-dang_davidson_11246,offensive,davidson_category_desc_9334
o-dang_davidson_11247,offensive,davidson_category_desc_9335
o-dang_davidson_11248,offensive,davidson_category_desc_9336
o-dang_davidson_11249,offensive,davidson_category_desc_9337
o-dang_davidson_11250,offensive,davidson_category_desc_9338
o-dang_davidson_11251,offensive,davidson_category_desc_9339
o-dang_davidson_11252,offensive,davidson_category_desc_9340
o-dang_davidson_11253,offensive,davidson_category_desc_9341
o-dang_davidson_11254,offensive,davidson_category_desc_9342
o-dang_davidson_11256,offensive,davidson_category_desc_9343
o-dang_davidson_11257,offensive,davidson_category_desc_9344
o-dang_davidson_11258,offensive,davidson_category_desc_9345
o-dang_davidson_11259,offensive,davidson_category_desc_9346
o-dang_davidson_11260,offensive,davidson_category_desc_9347
o-dang_davidson_11261,offensive,davidson_category_desc_9348
o-dang_davidson_11262,offensive,davidson_category_desc_9349
o-dang_davidson_11263,offensive,davidson_category_desc_9350
o-dang_davidson_11264,offensive,davidson_category_desc_9351
o-dang_davidson_11266,offensive,davidson_category_desc_9352
o-dang_davidson_11267,offensive,davidson_category_desc_9353
o-dang_davidson_11268,offensive,davidson_category_desc_9354
o-dang_davidson_11269,offensive,davidson_category_desc_9355
o-dang_davidson_11270,offensive,davidson_category_desc_9356
o-dang_davidson_11271,offensive,davidson_category_desc_9357
o-dang_davidson_11272,offensive,davidson_category_desc_9358
o-dang_davidson_11274,offensive,davidson_category_desc_9359
o-dang_davidson_11275,offensive,davidson_category_desc_9360
o-dang_davidson_11276,offensive,davidson_category_desc_9361
o-dang_davidson_11277,offensive,davidson_category_desc_9362
o-dang_davidson_11278,offensive,davidson_category_desc_9363
o-dang_davidson_11279,offensive,davidson_category_desc_9364
o-dang_davidson_11280,offensive,davidson_category_desc_9365
o-dang_davidson_11281,offensive,davidson_category_desc_9366
o-dang_davidson_11282,offensive,davidson_category_desc_9367
o-dang_davidson_11284,offensive,davidson_category_desc_9368
o-dang_davidson_11285,hate speech,davidson_category_desc_9369
o-dang_davidson_11286,offensive,davidson_category_desc_9370
o-dang_davidson_11288,offensive,davidson_category_desc_9371
o-dang_davidson_11289,offensive,davidson_category_desc_9372
o-dang_davidson_11290,offensive,davidson_category_desc_9373
o-dang_davidson_11291,offensive,davidson_category_desc_9374
o-dang_davidson_11292,offensive,davidson_category_desc_9375
o-dang_davidson_11293,offensive,davidson_category_desc_9376
o-dang_davidson_11295,offensive,davidson_category_desc_9377
o-dang_davidson_11297,offensive,davidson_category_desc_9378
o-dang_davidson_11298,offensive,davidson_category_desc_9379
o-dang_davidson_11299,offensive,davidson_category_desc_9380
o-dang_davidson_11300,offensive,davidson_category_desc_9381
o-dang_davidson_11301,offensive,davidson_category_desc_9382
o-dang_davidson_11303,offensive,davidson_category_desc_9383
o-dang_davidson_11304,offensive,davidson_category_desc_9384
o-dang_davidson_11305,offensive,davidson_category_desc_9385
o-dang_davidson_11306,offensive,davidson_category_desc_9386
o-dang_davidson_11307,offensive,davidson_category_desc_9387
o-dang_davidson_11308,offensive,davidson_category_desc_9388
o-dang_davidson_11309,offensive,davidson_category_desc_9389
o-dang_davidson_11310,offensive,davidson_category_desc_9390
o-dang_davidson_11313,hate speech,davidson_category_desc_9391
o-dang_davidson_11314,offensive,davidson_category_desc_9392
o-dang_davidson_11315,offensive,davidson_category_desc_9393
o-dang_davidson_11316,offensive,davidson_category_desc_9394
o-dang_davidson_11317,offensive,davidson_category_desc_9395
o-dang_davidson_11318,offensive,davidson_category_desc_9396
o-dang_davidson_11319,offensive,davidson_category_desc_9397
o-dang_davidson_11320,hate speech,davidson_category_desc_9398
o-dang_davidson_11321,offensive,davidson_category_desc_9399
o-dang_davidson_11323,offensive,davidson_category_desc_9400
o-dang_davidson_11324,offensive,davidson_category_desc_9401
o-dang_davidson_11325,offensive,davidson_category_desc_9402
o-dang_davidson_11326,offensive,davidson_category_desc_9403
o-dang_davidson_11327,offensive,davidson_category_desc_9404
o-dang_davidson_11328,offensive,davidson_category_desc_9405
o-dang_davidson_11329,offensive,davidson_category_desc_9406
o-dang_davidson_11330,offensive,davidson_category_desc_9407
o-dang_davidson_11331,offensive,davidson_category_desc_9408
o-dang_davidson_11333,offensive,davidson_category_desc_9409
o-dang_davidson_11334,offensive,davidson_category_desc_9410
o-dang_davidson_11335,offensive,davidson_category_desc_9411
o-dang_davidson_11336,offensive,davidson_category_desc_9412
o-dang_davidson_11338,offensive,davidson_category_desc_9413
o-dang_davidson_11339,offensive,davidson_category_desc_9414
o-dang_davidson_11340,offensive,davidson_category_desc_9415
o-dang_davidson_11341,offensive,davidson_category_desc_9416
o-dang_davidson_11343,offensive,davidson_category_desc_9417
o-dang_davidson_11344,offensive,davidson_category_desc_9418
o-dang_davidson_11345,offensive,davidson_category_desc_9419
o-dang_davidson_11346,hate speech,davidson_category_desc_9420
o-dang_davidson_11347,hate speech,davidson_category_desc_9421
o-dang_davidson_11348,offensive,davidson_category_desc_9422
o-dang_davidson_11349,offensive,davidson_category_desc_9423
o-dang_davidson_11351,offensive,davidson_category_desc_9424
o-dang_davidson_11352,offensive,davidson_category_desc_9425
o-dang_davidson_11353,offensive,davidson_category_desc_9426
o-dang_davidson_11354,offensive,davidson_category_desc_9427
o-dang_davidson_11355,offensive,davidson_category_desc_9428
o-dang_davidson_11356,offensive,davidson_category_desc_9429
o-dang_davidson_11357,offensive,davidson_category_desc_9430
o-dang_davidson_11358,offensive,davidson_category_desc_9431
o-dang_davidson_11359,offensive,davidson_category_desc_9432
o-dang_davidson_11360,offensive,davidson_category_desc_9433
o-dang_davidson_11361,offensive,davidson_category_desc_9434
o-dang_davidson_11362,offensive,davidson_category_desc_9435
o-dang_davidson_11363,offensive,davidson_category_desc_9436
o-dang_davidson_11364,offensive,davidson_category_desc_9437
o-dang_davidson_11365,offensive,davidson_category_desc_9438
o-dang_davidson_11366,offensive,davidson_category_desc_9439
o-dang_davidson_11367,offensive,davidson_category_desc_9440
o-dang_davidson_11368,offensive,davidson_category_desc_9441
o-dang_davidson_11369,offensive,davidson_category_desc_9442
o-dang_davidson_11370,offensive,davidson_category_desc_9443
o-dang_davidson_11371,offensive,davidson_category_desc_9444
o-dang_davidson_11372,offensive,davidson_category_desc_9445
o-dang_davidson_11373,offensive,davidson_category_desc_9446
o-dang_davidson_11374,hate speech,davidson_category_desc_9447
o-dang_davidson_11375,offensive,davidson_category_desc_9448
o-dang_davidson_11376,offensive,davidson_category_desc_9449
o-dang_davidson_11377,offensive,davidson_category_desc_9450
o-dang_davidson_11378,offensive,davidson_category_desc_9451
o-dang_davidson_11379,offensive,davidson_category_desc_9452
o-dang_davidson_11380,offensive,davidson_category_desc_9453
o-dang_davidson_11381,offensive,davidson_category_desc_9454
o-dang_davidson_11382,offensive,davidson_category_desc_9455
o-dang_davidson_11383,offensive,davidson_category_desc_9456
o-dang_davidson_11384,offensive,davidson_category_desc_9457
o-dang_davidson_11385,offensive,davidson_category_desc_9458
o-dang_davidson_11386,offensive,davidson_category_desc_9459
o-dang_davidson_11387,offensive,davidson_category_desc_9460
o-dang_davidson_11388,offensive,davidson_category_desc_9461
o-dang_davidson_11389,offensive,davidson_category_desc_9462
o-dang_davidson_11390,offensive,davidson_category_desc_9463
o-dang_davidson_11391,offensive,davidson_category_desc_9464
o-dang_davidson_11392,hate speech,davidson_category_desc_9465
o-dang_davidson_11393,offensive,davidson_category_desc_9466
o-dang_davidson_11394,offensive,davidson_category_desc_9467
o-dang_davidson_11395,offensive,davidson_category_desc_9468
o-dang_davidson_11396,offensive,davidson_category_desc_9469
o-dang_davidson_11397,offensive,davidson_category_desc_9470
o-dang_davidson_11398,offensive,davidson_category_desc_9471
o-dang_davidson_11399,hate speech,davidson_category_desc_9472
o-dang_davidson_11400,offensive,davidson_category_desc_9473
o-dang_davidson_11401,offensive,davidson_category_desc_9474
o-dang_davidson_11402,offensive,davidson_category_desc_9475
o-dang_davidson_11403,offensive,davidson_category_desc_9476
o-dang_davidson_11404,offensive,davidson_category_desc_9477
o-dang_davidson_11405,offensive,davidson_category_desc_9478
o-dang_davidson_11407,hate speech,davidson_category_desc_9479
o-dang_davidson_11408,offensive,davidson_category_desc_9480
o-dang_davidson_11409,offensive,davidson_category_desc_9481
o-dang_davidson_11410,offensive,davidson_category_desc_9482
o-dang_davidson_11412,offensive,davidson_category_desc_9483
o-dang_davidson_11413,offensive,davidson_category_desc_9484
o-dang_davidson_11414,offensive,davidson_category_desc_9485
o-dang_davidson_11415,offensive,davidson_category_desc_9486
o-dang_davidson_11416,offensive,davidson_category_desc_9487
o-dang_davidson_11417,offensive,davidson_category_desc_9488
o-dang_davidson_11418,offensive,davidson_category_desc_9489
o-dang_davidson_11419,offensive,davidson_category_desc_9490
o-dang_davidson_11420,offensive,davidson_category_desc_9491
o-dang_davidson_11421,offensive,davidson_category_desc_9492
o-dang_davidson_11422,offensive,davidson_category_desc_9493
o-dang_davidson_11423,offensive,davidson_category_desc_9494
o-dang_davidson_11424,offensive,davidson_category_desc_9495
o-dang_davidson_11425,offensive,davidson_category_desc_9496
o-dang_davidson_11426,offensive,davidson_category_desc_9497
o-dang_davidson_11427,offensive,davidson_category_desc_9498
o-dang_davidson_11428,offensive,davidson_category_desc_9499
o-dang_davidson_11429,offensive,davidson_category_desc_9500
o-dang_davidson_11430,offensive,davidson_category_desc_9501
o-dang_davidson_11431,offensive,davidson_category_desc_9502
o-dang_davidson_11432,offensive,davidson_category_desc_9503
o-dang_davidson_11433,offensive,davidson_category_desc_9504
o-dang_davidson_11434,offensive,davidson_category_desc_9505
o-dang_davidson_11435,offensive,davidson_category_desc_9506
o-dang_davidson_11436,offensive,davidson_category_desc_9507
o-dang_davidson_11437,offensive,davidson_category_desc_9508
o-dang_davidson_11439,offensive,davidson_category_desc_9509
o-dang_davidson_11441,offensive,davidson_category_desc_9510
o-dang_davidson_11443,offensive,davidson_category_desc_9511
o-dang_davidson_11446,offensive,davidson_category_desc_9512
o-dang_davidson_11447,offensive,davidson_category_desc_9513
o-dang_davidson_11448,offensive,davidson_category_desc_9514
o-dang_davidson_11450,offensive,davidson_category_desc_9515
o-dang_davidson_11451,offensive,davidson_category_desc_9516
o-dang_davidson_11455,offensive,davidson_category_desc_9517
o-dang_davidson_11456,offensive,davidson_category_desc_9518
o-dang_davidson_11457,offensive,davidson_category_desc_9519
o-dang_davidson_11458,offensive,davidson_category_desc_9520
o-dang_davidson_11459,offensive,davidson_category_desc_9521
o-dang_davidson_11460,offensive,davidson_category_desc_9522
o-dang_davidson_11461,offensive,davidson_category_desc_9523
o-dang_davidson_11462,offensive,davidson_category_desc_9524
o-dang_davidson_11463,offensive,davidson_category_desc_9525
o-dang_davidson_11464,offensive,davidson_category_desc_9526
o-dang_davidson_11465,offensive,davidson_category_desc_9527
o-dang_davidson_11466,offensive,davidson_category_desc_9528
o-dang_davidson_11467,offensive,davidson_category_desc_9529
o-dang_davidson_11468,offensive,davidson_category_desc_9530
o-dang_davidson_11469,offensive,davidson_category_desc_9531
o-dang_davidson_11470,offensive,davidson_category_desc_9532
o-dang_davidson_11471,offensive,davidson_category_desc_9533
o-dang_davidson_11473,offensive,davidson_category_desc_9534
o-dang_davidson_11474,offensive,davidson_category_desc_9535
o-dang_davidson_11475,offensive,davidson_category_desc_9536
o-dang_davidson_11476,offensive,davidson_category_desc_9537
o-dang_davidson_11477,offensive,davidson_category_desc_9538
o-dang_davidson_11478,offensive,davidson_category_desc_9539
o-dang_davidson_11479,offensive,davidson_category_desc_9540
o-dang_davidson_11480,offensive,davidson_category_desc_9541
o-dang_davidson_11481,offensive,davidson_category_desc_9542
o-dang_davidson_11482,offensive,davidson_category_desc_9543
o-dang_davidson_11483,offensive,davidson_category_desc_9544
o-dang_davidson_11484,offensive,davidson_category_desc_9545
o-dang_davidson_11486,offensive,davidson_category_desc_9546
o-dang_davidson_11487,offensive,davidson_category_desc_9547
o-dang_davidson_11488,offensive,davidson_category_desc_9548
o-dang_davidson_11489,offensive,davidson_category_desc_9549
o-dang_davidson_11490,offensive,davidson_category_desc_9550
o-dang_davidson_11491,offensive,davidson_category_desc_9551
o-dang_davidson_11492,offensive,davidson_category_desc_9552
o-dang_davidson_11493,offensive,davidson_category_desc_9553
o-dang_davidson_11494,offensive,davidson_category_desc_9554
o-dang_davidson_11495,offensive,davidson_category_desc_9555
o-dang_davidson_11496,offensive,davidson_category_desc_9556
o-dang_davidson_11498,offensive,davidson_category_desc_9557
o-dang_davidson_11499,offensive,davidson_category_desc_9558
o-dang_davidson_11500,offensive,davidson_category_desc_9559
o-dang_davidson_11501,offensive,davidson_category_desc_9560
o-dang_davidson_11502,offensive,davidson_category_desc_9561
o-dang_davidson_11503,offensive,davidson_category_desc_9562
o-dang_davidson_11504,offensive,davidson_category_desc_9563
o-dang_davidson_11505,offensive,davidson_category_desc_9564
o-dang_davidson_11506,offensive,davidson_category_desc_9565
o-dang_davidson_11507,offensive,davidson_category_desc_9566
o-dang_davidson_11508,offensive,davidson_category_desc_9567
o-dang_davidson_11509,offensive,davidson_category_desc_9568
o-dang_davidson_11511,offensive,davidson_category_desc_9569
o-dang_davidson_11512,offensive,davidson_category_desc_9570
o-dang_davidson_11514,offensive,davidson_category_desc_9571
o-dang_davidson_11515,offensive,davidson_category_desc_9572
o-dang_davidson_11516,offensive,davidson_category_desc_9573
o-dang_davidson_11518,offensive,davidson_category_desc_9574
o-dang_davidson_11519,offensive,davidson_category_desc_9575
o-dang_davidson_11520,offensive,davidson_category_desc_9576
o-dang_davidson_11521,offensive,davidson_category_desc_9577
o-dang_davidson_11522,offensive,davidson_category_desc_9578
o-dang_davidson_11523,offensive,davidson_category_desc_9579
o-dang_davidson_11524,offensive,davidson_category_desc_9580
o-dang_davidson_11525,offensive,davidson_category_desc_9581
o-dang_davidson_11526,offensive,davidson_category_desc_9582
o-dang_davidson_11527,offensive,davidson_category_desc_9583
o-dang_davidson_11528,offensive,davidson_category_desc_9584
o-dang_davidson_11529,offensive,davidson_category_desc_9585
o-dang_davidson_11530,offensive,davidson_category_desc_9586
o-dang_davidson_11531,offensive,davidson_category_desc_9587
o-dang_davidson_11532,hate speech,davidson_category_desc_9588
o-dang_davidson_11533,offensive,davidson_category_desc_9589
o-dang_davidson_11534,offensive,davidson_category_desc_9590
o-dang_davidson_11535,offensive,davidson_category_desc_9591
o-dang_davidson_11536,offensive,davidson_category_desc_9592
o-dang_davidson_11538,offensive,davidson_category_desc_9593
o-dang_davidson_11539,offensive,davidson_category_desc_9594
o-dang_davidson_11541,offensive,davidson_category_desc_9595
o-dang_davidson_11542,offensive,davidson_category_desc_9596
o-dang_davidson_11543,offensive,davidson_category_desc_9597
o-dang_davidson_11544,offensive,davidson_category_desc_9598
o-dang_davidson_11545,offensive,davidson_category_desc_9599
o-dang_davidson_11546,offensive,davidson_category_desc_9600
o-dang_davidson_11547,offensive,davidson_category_desc_9601
o-dang_davidson_11549,offensive,davidson_category_desc_9602
o-dang_davidson_11550,offensive,davidson_category_desc_9603
o-dang_davidson_11551,offensive,davidson_category_desc_9604
o-dang_davidson_11552,offensive,davidson_category_desc_9605
o-dang_davidson_11553,offensive,davidson_category_desc_9606
o-dang_davidson_11554,offensive,davidson_category_desc_9607
o-dang_davidson_11555,offensive,davidson_category_desc_9608
o-dang_davidson_11556,offensive,davidson_category_desc_9609
o-dang_davidson_11557,offensive,davidson_category_desc_9610
o-dang_davidson_11558,offensive,davidson_category_desc_9611
o-dang_davidson_11560,offensive,davidson_category_desc_9612
o-dang_davidson_11561,offensive,davidson_category_desc_9613
o-dang_davidson_11562,offensive,davidson_category_desc_9614
o-dang_davidson_11563,offensive,davidson_category_desc_9615
o-dang_davidson_11564,offensive,davidson_category_desc_9616
o-dang_davidson_11565,offensive,davidson_category_desc_9617
o-dang_davidson_11566,offensive,davidson_category_desc_9618
o-dang_davidson_11567,offensive,davidson_category_desc_9619
o-dang_davidson_11568,offensive,davidson_category_desc_9620
o-dang_davidson_11569,offensive,davidson_category_desc_9621
o-dang_davidson_11570,offensive,davidson_category_desc_9622
o-dang_davidson_11571,offensive,davidson_category_desc_9623
o-dang_davidson_11572,offensive,davidson_category_desc_9624
o-dang_davidson_11573,offensive,davidson_category_desc_9625
o-dang_davidson_11574,hate speech,davidson_category_desc_9626
o-dang_davidson_11575,hate speech,davidson_category_desc_9627
o-dang_davidson_11577,offensive,davidson_category_desc_9628
o-dang_davidson_11578,offensive,davidson_category_desc_9629
o-dang_davidson_11579,offensive,davidson_category_desc_9630
o-dang_davidson_11580,offensive,davidson_category_desc_9631
o-dang_davidson_11584,offensive,davidson_category_desc_9632
o-dang_davidson_11585,offensive,davidson_category_desc_9633
o-dang_davidson_11586,offensive,davidson_category_desc_9634
o-dang_davidson_11587,offensive,davidson_category_desc_9635
o-dang_davidson_11588,offensive,davidson_category_desc_9636
o-dang_davidson_11589,offensive,davidson_category_desc_9637
o-dang_davidson_11590,offensive,davidson_category_desc_9638
o-dang_davidson_11591,offensive,davidson_category_desc_9639
o-dang_davidson_11592,offensive,davidson_category_desc_9640
o-dang_davidson_11594,offensive,davidson_category_desc_9641
o-dang_davidson_11595,offensive,davidson_category_desc_9642
o-dang_davidson_11596,offensive,davidson_category_desc_9643
o-dang_davidson_11597,offensive,davidson_category_desc_9644
o-dang_davidson_11598,offensive,davidson_category_desc_9645
o-dang_davidson_11599,offensive,davidson_category_desc_9646
o-dang_davidson_11600,offensive,davidson_category_desc_9647
o-dang_davidson_11601,offensive,davidson_category_desc_9648
o-dang_davidson_11602,offensive,davidson_category_desc_9649
o-dang_davidson_11603,offensive,davidson_category_desc_9650
o-dang_davidson_11604,offensive,davidson_category_desc_9651
o-dang_davidson_11605,offensive,davidson_category_desc_9652
o-dang_davidson_11606,offensive,davidson_category_desc_9653
o-dang_davidson_11607,hate speech,davidson_category_desc_9654
o-dang_davidson_11608,offensive,davidson_category_desc_9655
o-dang_davidson_11609,offensive,davidson_category_desc_9656
o-dang_davidson_11610,offensive,davidson_category_desc_9657
o-dang_davidson_11611,offensive,davidson_category_desc_9658
o-dang_davidson_11612,offensive,davidson_category_desc_9659
o-dang_davidson_11614,offensive,davidson_category_desc_9660
o-dang_davidson_11615,offensive,davidson_category_desc_9661
o-dang_davidson_11616,offensive,davidson_category_desc_9662
o-dang_davidson_11617,offensive,davidson_category_desc_9663
o-dang_davidson_11618,offensive,davidson_category_desc_9664
o-dang_davidson_11619,offensive,davidson_category_desc_9665
o-dang_davidson_11620,offensive,davidson_category_desc_9666
o-dang_davidson_11622,offensive,davidson_category_desc_9667
o-dang_davidson_11623,offensive,davidson_category_desc_9668
o-dang_davidson_11624,offensive,davidson_category_desc_9669
o-dang_davidson_11625,offensive,davidson_category_desc_9670
o-dang_davidson_11626,offensive,davidson_category_desc_9671
o-dang_davidson_11627,offensive,davidson_category_desc_9672
o-dang_davidson_11628,offensive,davidson_category_desc_9673
o-dang_davidson_11629,offensive,davidson_category_desc_9674
o-dang_davidson_11631,offensive,davidson_category_desc_9675
o-dang_davidson_11632,offensive,davidson_category_desc_9676
o-dang_davidson_11633,offensive,davidson_category_desc_9677
o-dang_davidson_11634,offensive,davidson_category_desc_9678
o-dang_davidson_11636,offensive,davidson_category_desc_9679
o-dang_davidson_11637,offensive,davidson_category_desc_9680
o-dang_davidson_11638,offensive,davidson_category_desc_9681
o-dang_davidson_11639,offensive,davidson_category_desc_9682
o-dang_davidson_11640,offensive,davidson_category_desc_9683
o-dang_davidson_11641,offensive,davidson_category_desc_9684
o-dang_davidson_11642,offensive,davidson_category_desc_9685
o-dang_davidson_11643,offensive,davidson_category_desc_9686
o-dang_davidson_11644,offensive,davidson_category_desc_9687
o-dang_davidson_11645,offensive,davidson_category_desc_9688
o-dang_davidson_11646,offensive,davidson_category_desc_9689
o-dang_davidson_11647,offensive,davidson_category_desc_9690
o-dang_davidson_11648,offensive,davidson_category_desc_9691
o-dang_davidson_11649,offensive,davidson_category_desc_9692
o-dang_davidson_11650,offensive,davidson_category_desc_9693
o-dang_davidson_11651,offensive,davidson_category_desc_9694
o-dang_davidson_11652,offensive,davidson_category_desc_9695
o-dang_davidson_11653,offensive,davidson_category_desc_9696
o-dang_davidson_11654,hate speech,davidson_category_desc_9697
o-dang_davidson_11655,offensive,davidson_category_desc_9698
o-dang_davidson_11656,offensive,davidson_category_desc_9699
o-dang_davidson_11657,offensive,davidson_category_desc_9700
o-dang_davidson_11659,offensive,davidson_category_desc_9701
o-dang_davidson_11660,offensive,davidson_category_desc_9702
o-dang_davidson_11661,offensive,davidson_category_desc_9703
o-dang_davidson_11662,offensive,davidson_category_desc_9704
o-dang_davidson_11663,offensive,davidson_category_desc_9705
o-dang_davidson_11664,offensive,davidson_category_desc_9706
o-dang_davidson_11665,offensive,davidson_category_desc_9707
o-dang_davidson_11666,offensive,davidson_category_desc_9708
o-dang_davidson_11667,hate speech,davidson_category_desc_9709
o-dang_davidson_11668,offensive,davidson_category_desc_9710
o-dang_davidson_11669,offensive,davidson_category_desc_9711
o-dang_davidson_11670,offensive,davidson_category_desc_9712
o-dang_davidson_11671,offensive,davidson_category_desc_9713
o-dang_davidson_11672,offensive,davidson_category_desc_9714
o-dang_davidson_11673,offensive,davidson_category_desc_9715
o-dang_davidson_11674,offensive,davidson_category_desc_9716
o-dang_davidson_11675,offensive,davidson_category_desc_9717
o-dang_davidson_11676,offensive,davidson_category_desc_9718
o-dang_davidson_11678,offensive,davidson_category_desc_9719
o-dang_davidson_11679,offensive,davidson_category_desc_9720
o-dang_davidson_11680,offensive,davidson_category_desc_9721
o-dang_davidson_11681,offensive,davidson_category_desc_9722
o-dang_davidson_11682,hate speech,davidson_category_desc_9723
o-dang_davidson_11683,offensive,davidson_category_desc_9724
o-dang_davidson_11684,offensive,davidson_category_desc_9725
o-dang_davidson_11685,offensive,davidson_category_desc_9726
o-dang_davidson_11686,offensive,davidson_category_desc_9727
o-dang_davidson_11687,offensive,davidson_category_desc_9728
o-dang_davidson_11688,offensive,davidson_category_desc_9729
o-dang_davidson_11689,offensive,davidson_category_desc_9730
o-dang_davidson_11691,offensive,davidson_category_desc_9731
o-dang_davidson_11693,offensive,davidson_category_desc_9732
o-dang_davidson_11694,offensive,davidson_category_desc_9733
o-dang_davidson_11695,offensive,davidson_category_desc_9734
o-dang_davidson_11696,offensive,davidson_category_desc_9735
o-dang_davidson_11697,offensive,davidson_category_desc_9736
o-dang_davidson_11698,offensive,davidson_category_desc_9737
o-dang_davidson_11699,offensive,davidson_category_desc_9738
o-dang_davidson_11702,offensive,davidson_category_desc_9739
o-dang_davidson_11703,offensive,davidson_category_desc_9740
o-dang_davidson_11704,offensive,davidson_category_desc_9741
o-dang_davidson_11705,offensive,davidson_category_desc_9742
o-dang_davidson_11706,offensive,davidson_category_desc_9743
o-dang_davidson_11707,offensive,davidson_category_desc_9744
o-dang_davidson_11708,offensive,davidson_category_desc_9745
o-dang_davidson_11709,offensive,davidson_category_desc_9746
o-dang_davidson_11710,offensive,davidson_category_desc_9747
o-dang_davidson_11711,offensive,davidson_category_desc_9748
o-dang_davidson_11712,offensive,davidson_category_desc_9749
o-dang_davidson_11713,offensive,davidson_category_desc_9750
o-dang_davidson_11714,offensive,davidson_category_desc_9751
o-dang_davidson_11715,offensive,davidson_category_desc_9752
o-dang_davidson_11716,offensive,davidson_category_desc_9753
o-dang_davidson_11718,offensive,davidson_category_desc_9754
o-dang_davidson_11719,offensive,davidson_category_desc_9755
o-dang_davidson_11720,offensive,davidson_category_desc_9756
o-dang_davidson_11721,offensive,davidson_category_desc_9757
o-dang_davidson_11722,offensive,davidson_category_desc_9758
o-dang_davidson_11723,offensive,davidson_category_desc_9759
o-dang_davidson_11724,offensive,davidson_category_desc_9760
o-dang_davidson_11725,offensive,davidson_category_desc_9761
o-dang_davidson_11726,offensive,davidson_category_desc_9762
o-dang_davidson_11727,offensive,davidson_category_desc_9763
o-dang_davidson_11728,offensive,davidson_category_desc_9764
o-dang_davidson_11730,offensive,davidson_category_desc_9765
o-dang_davidson_11731,offensive,davidson_category_desc_9766
o-dang_davidson_11732,offensive,davidson_category_desc_9767
o-dang_davidson_11734,offensive,davidson_category_desc_9768
o-dang_davidson_11735,offensive,davidson_category_desc_9769
o-dang_davidson_11736,offensive,davidson_category_desc_9770
o-dang_davidson_11737,offensive,davidson_category_desc_9771
o-dang_davidson_11738,offensive,davidson_category_desc_9772
o-dang_davidson_11739,offensive,davidson_category_desc_9773
o-dang_davidson_11740,offensive,davidson_category_desc_9774
o-dang_davidson_11741,offensive,davidson_category_desc_9775
o-dang_davidson_11742,offensive,davidson_category_desc_9776
o-dang_davidson_11743,offensive,davidson_category_desc_9777
o-dang_davidson_11744,offensive,davidson_category_desc_9778
o-dang_davidson_11745,offensive,davidson_category_desc_9779
o-dang_davidson_11746,offensive,davidson_category_desc_9780
o-dang_davidson_11747,offensive,davidson_category_desc_9781
o-dang_davidson_11749,offensive,davidson_category_desc_9782
o-dang_davidson_11750,offensive,davidson_category_desc_9783
o-dang_davidson_11751,offensive,davidson_category_desc_9784
o-dang_davidson_11752,offensive,davidson_category_desc_9785
o-dang_davidson_11753,hate speech,davidson_category_desc_9786
o-dang_davidson_11754,offensive,davidson_category_desc_9787
o-dang_davidson_11755,offensive,davidson_category_desc_9788
o-dang_davidson_11756,offensive,davidson_category_desc_9789
o-dang_davidson_11757,offensive,davidson_category_desc_9790
o-dang_davidson_11758,offensive,davidson_category_desc_9791
o-dang_davidson_11760,offensive,davidson_category_desc_9792
o-dang_davidson_11761,offensive,davidson_category_desc_9793
o-dang_davidson_11762,offensive,davidson_category_desc_9794
o-dang_davidson_11763,offensive,davidson_category_desc_9795
o-dang_davidson_11764,offensive,davidson_category_desc_9796
o-dang_davidson_11765,offensive,davidson_category_desc_9797
o-dang_davidson_11766,offensive,davidson_category_desc_9798
o-dang_davidson_11767,offensive,davidson_category_desc_9799
o-dang_davidson_11768,offensive,davidson_category_desc_9800
