id,labels
sexism2022_english-12830,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16624,1.1 threats of harm
sexism2022_english-10825,3.2 immutable gender differences and gender stereotypes
sexism2022_english-5166,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18377,2.2 aggressive and emotive attacks
sexism2022_english-10558,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-1845,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3525,3.3 backhanded gendered compliments
sexism2022_english-10134,2.1 descriptive attacks
sexism2022_english-13073,2.2 aggressive and emotive attacks
sexism2022_english-5619,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3693,2.1 descriptive attacks
sexism2022_english-16873,3.2 immutable gender differences and gender stereotypes
sexism2022_english-5496,2.2 aggressive and emotive attacks
sexism2022_english-15733,4.2 supporting systemic discrimination against women as a group
sexism2022_english-2646,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-3229,1.2 incitement and encouragement of harm
sexism2022_english-13914,4.1 supporting mistreatment of individual women
sexism2022_english-1091,3.2 immutable gender differences and gender stereotypes
sexism2022_english-15841,3.2 immutable gender differences and gender stereotypes
sexism2022_english-584,1.2 incitement and encouragement of harm
sexism2022_english-4075,3.2 immutable gender differences and gender stereotypes
sexism2022_english-1484,2.2 aggressive and emotive attacks
sexism2022_english-16169,2.2 aggressive and emotive attacks
sexism2022_english-13637,2.1 descriptive attacks
sexism2022_english-12379,2.2 aggressive and emotive attacks
sexism2022_english-1609,2.2 aggressive and emotive attacks
sexism2022_english-9666,1.2 incitement and encouragement of harm
sexism2022_english-2049,2.2 aggressive and emotive attacks
sexism2022_english-4646,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19585,2.1 descriptive attacks
sexism2022_english-12027,2.2 aggressive and emotive attacks
sexism2022_english-5404,2.1 descriptive attacks
sexism2022_english-2373,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6305,2.2 aggressive and emotive attacks
sexism2022_english-19438,2.1 descriptive attacks
sexism2022_english-13382,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7115,2.1 descriptive attacks
sexism2022_english-10291,2.1 descriptive attacks
sexism2022_english-10326,2.1 descriptive attacks
sexism2022_english-3112,4.2 supporting systemic discrimination against women as a group
sexism2022_english-4559,3.2 immutable gender differences and gender stereotypes
sexism2022_english-12810,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13826,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-9687,3.3 backhanded gendered compliments
sexism2022_english-11378,4.2 supporting systemic discrimination against women as a group
sexism2022_english-12381,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7497,4.2 supporting systemic discrimination against women as a group
sexism2022_english-1190,2.2 aggressive and emotive attacks
sexism2022_english-18809,1.2 incitement and encouragement of harm
sexism2022_english-12205,1.1 threats of harm
sexism2022_english-5465,2.2 aggressive and emotive attacks
sexism2022_english-4818,2.1 descriptive attacks
sexism2022_english-6104,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-4815,2.2 aggressive and emotive attacks
sexism2022_english-16849,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16805,2.2 aggressive and emotive attacks
sexism2022_english-4183,2.1 descriptive attacks
sexism2022_english-13968,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18487,2.2 aggressive and emotive attacks
sexism2022_english-7786,2.1 descriptive attacks
sexism2022_english-9724,2.1 descriptive attacks
sexism2022_english-2540,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19463,2.1 descriptive attacks
sexism2022_english-19505,4.1 supporting mistreatment of individual women
sexism2022_english-18875,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4933,2.2 aggressive and emotive attacks
sexism2022_english-8789,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18994,2.1 descriptive attacks
sexism2022_english-2561,1.2 incitement and encouragement of harm
sexism2022_english-12066,2.2 aggressive and emotive attacks
sexism2022_english-9878,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-17295,2.2 aggressive and emotive attacks
sexism2022_english-10482,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14785,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17120,2.1 descriptive attacks
sexism2022_english-33,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-458,1.2 incitement and encouragement of harm
sexism2022_english-17436,2.2 aggressive and emotive attacks
sexism2022_english-12644,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17144,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16794,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-487,4.2 supporting systemic discrimination against women as a group
sexism2022_english-18592,4.2 supporting systemic discrimination against women as a group
sexism2022_english-19589,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-7545,3.3 backhanded gendered compliments
sexism2022_english-19964,4.1 supporting mistreatment of individual women
sexism2022_english-6029,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13350,3.2 immutable gender differences and gender stereotypes
sexism2022_english-2506,3.2 immutable gender differences and gender stereotypes
sexism2022_english-109,2.2 aggressive and emotive attacks
sexism2022_english-12330,1.2 incitement and encouragement of harm
sexism2022_english-14134,4.2 supporting systemic discrimination against women as a group
sexism2022_english-444,4.1 supporting mistreatment of individual women
sexism2022_english-14859,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-2204,2.1 descriptive attacks
sexism2022_english-14221,3.2 immutable gender differences and gender stereotypes
sexism2022_english-9527,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-14354,2.1 descriptive attacks
sexism2022_english-6475,3.2 immutable gender differences and gender stereotypes
sexism2022_english-17083,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16983,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16041,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11952,4.2 supporting systemic discrimination against women as a group
sexism2022_english-17491,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9253,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-12800,2.1 descriptive attacks
sexism2022_english-11879,2.2 aggressive and emotive attacks
sexism2022_english-14526,4.2 supporting systemic discrimination against women as a group
sexism2022_english-3782,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17305,2.1 descriptive attacks
sexism2022_english-14417,1.2 incitement and encouragement of harm
sexism2022_english-8710,2.2 aggressive and emotive attacks
sexism2022_english-5147,4.1 supporting mistreatment of individual women
sexism2022_english-19729,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18764,4.2 supporting systemic discrimination against women as a group
sexism2022_english-4235,3.2 immutable gender differences and gender stereotypes
sexism2022_english-13079,2.2 aggressive and emotive attacks
sexism2022_english-5754,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6160,1.1 threats of harm
sexism2022_english-15393,2.2 aggressive and emotive attacks
sexism2022_english-14304,2.1 descriptive attacks
sexism2022_english-3078,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-2252,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-2449,1.2 incitement and encouragement of harm
sexism2022_english-8590,2.2 aggressive and emotive attacks
sexism2022_english-13159,2.1 descriptive attacks
sexism2022_english-7331,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-272,3.2 immutable gender differences and gender stereotypes
sexism2022_english-13866,3.2 immutable gender differences and gender stereotypes
sexism2022_english-11667,4.2 supporting systemic discrimination against women as a group
sexism2022_english-19410,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14250,2.1 descriptive attacks
sexism2022_english-18860,2.1 descriptive attacks
sexism2022_english-11514,2.2 aggressive and emotive attacks
sexism2022_english-8531,3.2 immutable gender differences and gender stereotypes
sexism2022_english-10297,2.2 aggressive and emotive attacks
sexism2022_english-18992,2.1 descriptive attacks
sexism2022_english-18483,2.2 aggressive and emotive attacks
sexism2022_english-16216,3.3 backhanded gendered compliments
sexism2022_english-11140,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-13761,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11,2.2 aggressive and emotive attacks
sexism2022_english-5677,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14681,2.1 descriptive attacks
sexism2022_english-11550,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6925,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7022,1.2 incitement and encouragement of harm
sexism2022_english-88,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9557,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19997,2.1 descriptive attacks
sexism2022_english-19016,3.4 condescending explanations or unwelcome advice
sexism2022_english-11304,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17815,3.2 immutable gender differences and gender stereotypes
sexism2022_english-4282,2.1 descriptive attacks
sexism2022_english-8264,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6403,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12653,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-39,4.2 supporting systemic discrimination against women as a group
sexism2022_english-2388,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-13796,2.2 aggressive and emotive attacks
sexism2022_english-3234,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3972,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11575,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-414,1.1 threats of harm
sexism2022_english-2397,2.2 aggressive and emotive attacks
sexism2022_english-19393,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6368,2.2 aggressive and emotive attacks
sexism2022_english-19939,1.2 incitement and encouragement of harm
sexism2022_english-4820,1.2 incitement and encouragement of harm
sexism2022_english-5387,3.2 immutable gender differences and gender stereotypes
sexism2022_english-7508,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3313,1.1 threats of harm
sexism2022_english-14318,2.2 aggressive and emotive attacks
sexism2022_english-2193,4.2 supporting systemic discrimination against women as a group
sexism2022_english-1011,2.2 aggressive and emotive attacks
sexism2022_english-13939,3.2 immutable gender differences and gender stereotypes
sexism2022_english-4185,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12513,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-933,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12629,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-15329,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14924,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15824,2.2 aggressive and emotive attacks
sexism2022_english-1166,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16588,3.2 immutable gender differences and gender stereotypes
sexism2022_english-10321,2.1 descriptive attacks
sexism2022_english-2627,3.2 immutable gender differences and gender stereotypes
sexism2022_english-3898,1.2 incitement and encouragement of harm
sexism2022_english-16645,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6414,2.2 aggressive and emotive attacks
sexism2022_english-1838,2.2 aggressive and emotive attacks
sexism2022_english-13485,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-4790,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18899,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6668,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-19483,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-17824,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-12683,3.2 immutable gender differences and gender stereotypes
sexism2022_english-13478,2.2 aggressive and emotive attacks
sexism2022_english-16817,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19529,2.2 aggressive and emotive attacks
sexism2022_english-15280,2.1 descriptive attacks
sexism2022_english-14625,4.2 supporting systemic discrimination against women as a group
sexism2022_english-18691,1.1 threats of harm
sexism2022_english-13125,2.1 descriptive attacks
sexism2022_english-4210,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-2143,2.2 aggressive and emotive attacks
sexism2022_english-4308,2.2 aggressive and emotive attacks
sexism2022_english-9023,2.2 aggressive and emotive attacks
sexism2022_english-4466,2.2 aggressive and emotive attacks
sexism2022_english-17398,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8004,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-211,1.2 incitement and encouragement of harm
sexism2022_english-16592,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6612,2.2 aggressive and emotive attacks
sexism2022_english-8705,2.1 descriptive attacks
sexism2022_english-4686,2.1 descriptive attacks
sexism2022_english-19230,2.1 descriptive attacks
sexism2022_english-7269,2.1 descriptive attacks
sexism2022_english-8046,2.1 descriptive attacks
sexism2022_english-18417,1.1 threats of harm
sexism2022_english-19171,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11580,1.2 incitement and encouragement of harm
sexism2022_english-10792,2.1 descriptive attacks
sexism2022_english-2961,4.2 supporting systemic discrimination against women as a group
sexism2022_english-10384,2.1 descriptive attacks
sexism2022_english-4139,2.1 descriptive attacks
sexism2022_english-17831,1.2 incitement and encouragement of harm
sexism2022_english-18597,2.2 aggressive and emotive attacks
sexism2022_english-7389,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-6979,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3351,1.2 incitement and encouragement of harm
sexism2022_english-19686,2.2 aggressive and emotive attacks
sexism2022_english-10611,4.2 supporting systemic discrimination against women as a group
sexism2022_english-6982,2.2 aggressive and emotive attacks
sexism2022_english-10320,2.1 descriptive attacks
sexism2022_english-14607,4.2 supporting systemic discrimination against women as a group
sexism2022_english-13778,3.3 backhanded gendered compliments
sexism2022_english-10435,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16461,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11100,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9869,2.1 descriptive attacks
sexism2022_english-12602,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-12178,2.2 aggressive and emotive attacks
sexism2022_english-17964,2.1 descriptive attacks
sexism2022_english-10172,2.2 aggressive and emotive attacks
sexism2022_english-16505,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-2723,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-2259,3.2 immutable gender differences and gender stereotypes
sexism2022_english-10290,2.1 descriptive attacks
sexism2022_english-4998,2.1 descriptive attacks
sexism2022_english-12852,3.2 immutable gender differences and gender stereotypes
sexism2022_english-12866,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-18149,2.2 aggressive and emotive attacks
sexism2022_english-1677,2.1 descriptive attacks
sexism2022_english-13561,2.2 aggressive and emotive attacks
sexism2022_english-15171,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4870,3.2 immutable gender differences and gender stereotypes
sexism2022_english-14084,2.1 descriptive attacks
sexism2022_english-19594,3.2 immutable gender differences and gender stereotypes
sexism2022_english-8459,4.1 supporting mistreatment of individual women
sexism2022_english-7083,2.2 aggressive and emotive attacks
sexism2022_english-2348,2.1 descriptive attacks
sexism2022_english-663,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9755,2.2 aggressive and emotive attacks
sexism2022_english-2365,2.2 aggressive and emotive attacks
sexism2022_english-9185,2.2 aggressive and emotive attacks
sexism2022_english-6068,2.1 descriptive attacks
sexism2022_english-3539,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-1189,2.1 descriptive attacks
sexism2022_english-5659,2.2 aggressive and emotive attacks
sexism2022_english-9857,2.1 descriptive attacks
sexism2022_english-11900,1.2 incitement and encouragement of harm
sexism2022_english-12113,4.2 supporting systemic discrimination against women as a group
sexism2022_english-18618,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6126,2.1 descriptive attacks
sexism2022_english-993,3.2 immutable gender differences and gender stereotypes
sexism2022_english-2751,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16513,2.1 descriptive attacks
sexism2022_english-11765,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-4330,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-12384,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14163,1.2 incitement and encouragement of harm
sexism2022_english-11255,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11224,2.1 descriptive attacks
sexism2022_english-3360,2.1 descriptive attacks
sexism2022_english-18724,2.2 aggressive and emotive attacks
sexism2022_english-14454,3.2 immutable gender differences and gender stereotypes
sexism2022_english-2467,2.2 aggressive and emotive attacks
sexism2022_english-18733,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18270,3.2 immutable gender differences and gender stereotypes
sexism2022_english-12523,1.2 incitement and encouragement of harm
sexism2022_english-11162,4.2 supporting systemic discrimination against women as a group
sexism2022_english-3974,4.2 supporting systemic discrimination against women as a group
sexism2022_english-8595,2.1 descriptive attacks
sexism2022_english-13094,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4480,2.1 descriptive attacks
sexism2022_english-2939,2.2 aggressive and emotive attacks
sexism2022_english-5265,1.2 incitement and encouragement of harm
sexism2022_english-13071,3.3 backhanded gendered compliments
sexism2022_english-18711,4.2 supporting systemic discrimination against women as a group
sexism2022_english-17968,4.2 supporting systemic discrimination against women as a group
sexism2022_english-8201,2.1 descriptive attacks
sexism2022_english-14251,3.2 immutable gender differences and gender stereotypes
sexism2022_english-15233,2.1 descriptive attacks
sexism2022_english-1952,1.1 threats of harm
sexism2022_english-8246,2.1 descriptive attacks
sexism2022_english-9665,3.2 immutable gender differences and gender stereotypes
sexism2022_english-7850,1.2 incitement and encouragement of harm
sexism2022_english-2943,2.2 aggressive and emotive attacks
sexism2022_english-12754,3.2 immutable gender differences and gender stereotypes
sexism2022_english-2092,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6496,3.2 immutable gender differences and gender stereotypes
sexism2022_english-3137,2.2 aggressive and emotive attacks
sexism2022_english-18097,2.1 descriptive attacks
sexism2022_english-18404,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6778,2.1 descriptive attacks
sexism2022_english-7546,2.2 aggressive and emotive attacks
sexism2022_english-6227,2.2 aggressive and emotive attacks
sexism2022_english-8077,1.2 incitement and encouragement of harm
sexism2022_english-11528,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6332,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-9137,2.1 descriptive attacks
sexism2022_english-5986,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17571,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-5130,1.2 incitement and encouragement of harm
sexism2022_english-5026,2.1 descriptive attacks
sexism2022_english-6035,2.2 aggressive and emotive attacks
sexism2022_english-2428,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-14277,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-4779,1.2 incitement and encouragement of harm
sexism2022_english-17284,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-5716,4.1 supporting mistreatment of individual women
sexism2022_english-16391,4.1 supporting mistreatment of individual women
sexism2022_english-19125,2.1 descriptive attacks
sexism2022_english-19111,2.1 descriptive attacks
sexism2022_english-3746,1.2 incitement and encouragement of harm
sexism2022_english-4329,4.2 supporting systemic discrimination against women as a group
sexism2022_english-13830,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-10219,4.2 supporting systemic discrimination against women as a group
sexism2022_english-1570,2.2 aggressive and emotive attacks
sexism2022_english-17218,1.2 incitement and encouragement of harm
sexism2022_english-2697,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-10159,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-10383,2.1 descriptive attacks
sexism2022_english-18996,4.1 supporting mistreatment of individual women
sexism2022_english-364,2.1 descriptive attacks
sexism2022_english-2404,2.1 descriptive attacks
sexism2022_english-17355,2.1 descriptive attacks
sexism2022_english-7264,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17585,2.2 aggressive and emotive attacks
sexism2022_english-3418,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-2165,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7530,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16745,2.1 descriptive attacks
sexism2022_english-18371,2.2 aggressive and emotive attacks
sexism2022_english-4010,4.2 supporting systemic discrimination against women as a group
sexism2022_english-16166,4.1 supporting mistreatment of individual women
sexism2022_english-15375,4.2 supporting systemic discrimination against women as a group
sexism2022_english-19697,1.2 incitement and encouragement of harm
sexism2022_english-18332,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3532,1.2 incitement and encouragement of harm
sexism2022_english-297,2.2 aggressive and emotive attacks
sexism2022_english-7449,2.2 aggressive and emotive attacks
sexism2022_english-3432,3.2 immutable gender differences and gender stereotypes
sexism2022_english-8355,3.3 backhanded gendered compliments
sexism2022_english-14419,1.2 incitement and encouragement of harm
sexism2022_english-16962,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9770,2.1 descriptive attacks
sexism2022_english-4079,3.2 immutable gender differences and gender stereotypes
sexism2022_english-12613,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18598,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3509,2.2 aggressive and emotive attacks
sexism2022_english-13441,1.2 incitement and encouragement of harm
sexism2022_english-4035,2.1 descriptive attacks
sexism2022_english-6682,2.1 descriptive attacks
sexism2022_english-18034,1.2 incitement and encouragement of harm
sexism2022_english-2989,2.2 aggressive and emotive attacks
sexism2022_english-9522,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-19474,2.2 aggressive and emotive attacks
sexism2022_english-4572,2.1 descriptive attacks
sexism2022_english-5569,2.2 aggressive and emotive attacks
sexism2022_english-15115,2.1 descriptive attacks
sexism2022_english-9587,2.2 aggressive and emotive attacks
sexism2022_english-2243,2.1 descriptive attacks
sexism2022_english-12958,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6331,2.2 aggressive and emotive attacks
sexism2022_english-12301,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11503,2.2 aggressive and emotive attacks
sexism2022_english-3864,2.2 aggressive and emotive attacks
sexism2022_english-12083,3.2 immutable gender differences and gender stereotypes
sexism2022_english-918,2.2 aggressive and emotive attacks
sexism2022_english-16264,2.2 aggressive and emotive attacks
sexism2022_english-3194,2.2 aggressive and emotive attacks
sexism2022_english-4805,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-17310,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18419,3.2 immutable gender differences and gender stereotypes
sexism2022_english-254,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8272,4.1 supporting mistreatment of individual women
sexism2022_english-14852,2.2 aggressive and emotive attacks
sexism2022_english-4857,3.2 immutable gender differences and gender stereotypes
sexism2022_english-15374,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-1756,1.2 incitement and encouragement of harm
sexism2022_english-7228,3.3 backhanded gendered compliments
sexism2022_english-5,2.2 aggressive and emotive attacks
sexism2022_english-10441,4.1 supporting mistreatment of individual women
sexism2022_english-11411,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-4145,2.1 descriptive attacks
sexism2022_english-18889,2.2 aggressive and emotive attacks
sexism2022_english-9144,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17777,2.1 descriptive attacks
sexism2022_english-4925,3.2 immutable gender differences and gender stereotypes
sexism2022_english-11508,4.1 supporting mistreatment of individual women
sexism2022_english-451,1.2 incitement and encouragement of harm
sexism2022_english-151,2.1 descriptive attacks
sexism2022_english-17658,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-1483,4.1 supporting mistreatment of individual women
sexism2022_english-2029,3.2 immutable gender differences and gender stereotypes
sexism2022_english-19392,2.2 aggressive and emotive attacks
sexism2022_english-2311,2.1 descriptive attacks
sexism2022_english-10844,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-2421,2.2 aggressive and emotive attacks
sexism2022_english-15898,2.1 descriptive attacks
sexism2022_english-1707,4.2 supporting systemic discrimination against women as a group
sexism2022_english-13544,2.1 descriptive attacks
sexism2022_english-9263,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8117,2.2 aggressive and emotive attacks
sexism2022_english-2487,3.2 immutable gender differences and gender stereotypes
sexism2022_english-12348,2.2 aggressive and emotive attacks
sexism2022_english-5219,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14099,2.2 aggressive and emotive attacks
sexism2022_english-14653,2.2 aggressive and emotive attacks
sexism2022_english-1116,4.2 supporting systemic discrimination against women as a group
sexism2022_english-5706,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11105,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18789,2.1 descriptive attacks
sexism2022_english-6797,2.2 aggressive and emotive attacks
sexism2022_english-10901,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-489,2.2 aggressive and emotive attacks
sexism2022_english-3563,2.2 aggressive and emotive attacks
sexism2022_english-10736,2.2 aggressive and emotive attacks
sexism2022_english-15649,4.1 supporting mistreatment of individual women
sexism2022_english-1852,2.2 aggressive and emotive attacks
sexism2022_english-11314,2.1 descriptive attacks
sexism2022_english-12007,2.2 aggressive and emotive attacks
sexism2022_english-13954,2.1 descriptive attacks
sexism2022_english-12573,3.2 immutable gender differences and gender stereotypes
sexism2022_english-3077,2.2 aggressive and emotive attacks
sexism2022_english-9279,4.2 supporting systemic discrimination against women as a group
sexism2022_english-16494,3.2 immutable gender differences and gender stereotypes
sexism2022_english-3181,1.2 incitement and encouragement of harm
sexism2022_english-2468,2.2 aggressive and emotive attacks
sexism2022_english-7386,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-12783,3.3 backhanded gendered compliments
sexism2022_english-1877,4.2 supporting systemic discrimination against women as a group
sexism2022_english-821,2.1 descriptive attacks
sexism2022_english-11131,2.2 aggressive and emotive attacks
sexism2022_english-5117,2.1 descriptive attacks
sexism2022_english-2669,4.2 supporting systemic discrimination against women as a group
sexism2022_english-18245,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-917,2.2 aggressive and emotive attacks
sexism2022_english-19846,2.2 aggressive and emotive attacks
sexism2022_english-4404,2.1 descriptive attacks
sexism2022_english-5881,2.1 descriptive attacks
sexism2022_english-14890,2.1 descriptive attacks
sexism2022_english-8872,2.2 aggressive and emotive attacks
sexism2022_english-8200,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-7779,4.2 supporting systemic discrimination against women as a group
sexism2022_english-8848,2.1 descriptive attacks
sexism2022_english-18614,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15487,2.2 aggressive and emotive attacks
sexism2022_english-15344,4.2 supporting systemic discrimination against women as a group
sexism2022_english-9127,1.2 incitement and encouragement of harm
sexism2022_english-12893,4.1 supporting mistreatment of individual women
sexism2022_english-16098,4.2 supporting systemic discrimination against women as a group
sexism2022_english-9641,1.2 incitement and encouragement of harm
sexism2022_english-19551,1.2 incitement and encouragement of harm
sexism2022_english-1440,3.3 backhanded gendered compliments
sexism2022_english-9608,2.1 descriptive attacks
sexism2022_english-3478,1.2 incitement and encouragement of harm
sexism2022_english-6600,3.2 immutable gender differences and gender stereotypes
sexism2022_english-10797,2.1 descriptive attacks
sexism2022_english-2744,2.1 descriptive attacks
sexism2022_english-3268,2.2 aggressive and emotive attacks
