_id,text,misogyny,ds,description
o-dang_ami_2906,Me- cusses out person for driving the wrong way in a parking lot Also me- drives wrong way in a parking lot,0,train,ami_binary_desc_2906
o-dang_ami_2907,Me when people take a post too seriously and I'm reading their butt hurt comments <URL>,0,train,ami_binary_desc_2907
o-dang_ami_2908,When your best friend gets out of that relationship and you finally have your hoe'ing partner back <URL>,0,train,ami_binary_desc_2908
o-dang_ami_2909,I hate it when people say they're never gonna talk to me again... And then they do...,0,train,ami_binary_desc_2909
o-dang_ami_2910,The 'I cheat on his ass' starter app <URL>,0,train,ami_binary_desc_2910
o-dang_ami_2911,"People that force me to be brutally honest to their face are the best... Like yo you did this to yourself, fam",0,train,ami_binary_desc_2911
o-dang_ami_2912,'You're the only one I'm talking to' <URL>,0,train,ami_binary_desc_2912
o-dang_ami_2913,When you send nudes in public knowing people can see cause you know your shit is A1,0,train,ami_binary_desc_2913
o-dang_ami_2914,RT <MENTION_1> You don't need to explain your happiness to anyone.,0,train,ami_binary_desc_2914
o-dang_ami_2915,My rotation is like a revolving door,0,train,ami_binary_desc_2915
o-dang_ami_2916,When you're on a first date and they're already too clingy and touchy feely <URL>,0,train,ami_binary_desc_2916
o-dang_ami_2917,"When you do finally give up and start buying them cats at least you won't have to drink alone, loser <URL>",0,train,ami_binary_desc_2917
o-dang_ami_2918,"If I invite you over to take shots, this is what you can expect <URL>",0,train,ami_binary_desc_2918
o-dang_ami_2919,"If you really wanna know what someone you're fucking thinks about you, make them show you how you're stored in their phone...",0,train,ami_binary_desc_2919
o-dang_ami_2920,'Oh you're dating someone now?' <URL>,0,train,ami_binary_desc_2920
o-dang_ami_2921,When I send girls the videos we made <URL>,0,train,ami_binary_desc_2921
o-dang_ami_2922,When bae gives you a warm welcome home <URL>,0,train,ami_binary_desc_2922
o-dang_ami_2923,Pro Tip- Never go down on someone that has food poisoning,0,train,ami_binary_desc_2923
o-dang_ami_2924,Shoutout to Rihanna for writing my theme song 'Sex With Me',0,train,ami_binary_desc_2924
o-dang_ami_2925,'How do you live with yourself?' <URL>,0,train,ami_binary_desc_2925
o-dang_ami_2926,Life's too short to be giving people second chances,0,train,ami_binary_desc_2926
o-dang_ami_2927,How I feel when I'm drunk at the bar buying everyone shots <URL>,0,train,ami_binary_desc_2927
o-dang_ami_2928,Shoutout to me for making the worst decision of my life 🙌🏼,0,train,ami_binary_desc_2928
o-dang_ami_2929,I wonder who the first person to think of a sewage system was... I mean there must have been shit everywhere,0,train,ami_binary_desc_2929
o-dang_ami_2930,When your friend owes you money and they're taking a little too long to pay you back <URL>,0,train,ami_binary_desc_2930
o-dang_ami_2931,When you're at the point of drinking just to stay awake but then you blackout and pass out during sex anyway,0,train,ami_binary_desc_2931
o-dang_ami_2932,Ego's bruise harder than any belt ever could,0,train,ami_binary_desc_2932
o-dang_ami_2933,He just kept screaming 'is it too late now to say sorrrrry?!' <URL>,0,train,ami_binary_desc_2933
o-dang_ami_2934,Your hoes vs my hoes <URL>,0,train,ami_binary_desc_2934
o-dang_ami_2935,Me- refuses to answer anyone's phone calls Also me- infuriated when people don't answer my phone calls,0,train,ami_binary_desc_2935
o-dang_ami_2936,Same. We really are soulmates... Dumb AF but soulmates nonetheless 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃 <URL>,0,train,ami_binary_desc_2936
o-dang_ami_2937,"I don't run from my problems, I laugh at them and act like they don't exists like a normal human being",0,train,ami_binary_desc_2937
o-dang_ami_2938,"I'm unfollowing, I don't need this kind of negativity in my life <URL>",0,train,ami_binary_desc_2938
o-dang_ami_2939,My whole life is one big sexual innuendo,0,train,ami_binary_desc_2939
o-dang_ami_2940,When your phone goes dry for more than 2 1/2 minutes <URL>,0,train,ami_binary_desc_2940
o-dang_ami_2941,When you finally lose all respect for someone so you decide to fuck them and ruin their life just for fun lol,0,train,ami_binary_desc_2941
o-dang_ami_2942,Idk why people tell me their problems... All I do is repeatedly ask 'why' like a 4 year old that's not getting his way... Then I laugh,0,train,ami_binary_desc_2942
o-dang_ami_2943,<MENTION_1> 😭😭😭😭😭,0,train,ami_binary_desc_2943
o-dang_ami_2944,<MENTION_1> I like Twitter cause we're so irrelevant here that no one pays attention to us 😫😂,0,train,ami_binary_desc_2944
o-dang_ami_2945,Merica AF 💪🏼 <URL>,0,train,ami_binary_desc_2945
o-dang_ami_2946,Me flirting- So tell me about your father...,0,train,ami_binary_desc_2946
o-dang_ami_2947,Me flirting- Tell me about your father... Start at the part when he left... <URL>,0,train,ami_binary_desc_2947
o-dang_ami_2948,Shoutout to me for being fucking AWESOME,0,train,ami_binary_desc_2948
o-dang_ami_2949,"Me trying to flirt- Hey cum dumpster, wanna fuck?",0,train,ami_binary_desc_2949
o-dang_ami_2950,Anytime someone snapchat calls me I assume it was an accident... Cause as a human being you should know that's not what phones are for,0,train,ami_binary_desc_2950
o-dang_ami_2951,When your Mexican friend texts you 'viva la Mexico' on the 4th of July <URL>,0,train,ami_binary_desc_2951
o-dang_ami_2952,Wearing extensions around me is as dumb as wearing panties around me... They both getting ripped off of you,0,train,ami_binary_desc_2952
o-dang_ami_2953,Shoutout to everyone accidentally blowing fingers off on video today so we can all have a good laugh tomorrow... Y'all patriotic AF,0,train,ami_binary_desc_2953
o-dang_ami_2954,When your inner unicorn is showing <URL>,0,train,ami_binary_desc_2954
o-dang_ami_2955,When you just stuffed your fucking face and the waiter asks you if you want dessert <URL>,0,train,ami_binary_desc_2955
o-dang_ami_2956,When you're on a date with someone that won't stop talking about their ex <URL>,0,train,ami_binary_desc_2956
o-dang_ami_2957,Pathetic is not attractive,0,train,ami_binary_desc_2957
o-dang_ami_2958,RT <MENTION_1> My signature move is out of your life.,0,train,ami_binary_desc_2958
o-dang_ami_2959,After we've had sex once <URL>,0,train,ami_binary_desc_2959
o-dang_ami_2960,And people with ugly faces should wear masks <URL>,0,train,ami_binary_desc_2960
o-dang_ami_2961,*cough cough* loser <URL>,0,train,ami_binary_desc_2961
o-dang_ami_2962,When you get to the liquor store with 2 minutes till closing and they're locking the door <URL>,0,train,ami_binary_desc_2962
o-dang_ami_2963,"When you think you finally found the one, then you find out he cries after he cums <URL>",0,train,ami_binary_desc_2963
o-dang_ami_2964,"Friend- it's been a long time, what have you been up to? Me- <URL>",0,train,ami_binary_desc_2964
o-dang_ami_2965,When your pathetic ex finally dies <URL>,0,train,ami_binary_desc_2965
o-dang_ami_2966,If you only knew what your name is in my phone. 😈,0,train,ami_binary_desc_2966
o-dang_ami_2967,Me- I read this article about it Also me- I really just read the headline and made up the rest,0,train,ami_binary_desc_2967
o-dang_ami_2968,Ever been so hungover that your stomach feels like it's eating itself,0,train,ami_binary_desc_2968
o-dang_ami_2969,How I feel when I buy a round of shots <URL>,0,train,ami_binary_desc_2969
o-dang_ami_2970,"<MENTION_1> but seriously, the silver looks sexy AF and like very easy access to give you your birthday spankings 😘",0,train,ami_binary_desc_2970
o-dang_ami_2971,<MENTION_1> good girl,0,train,ami_binary_desc_2971
o-dang_ami_2972,"Do you ever look at certain people and think, if I ever look like that just kill me",0,train,ami_binary_desc_2972
o-dang_ami_2973,Do you ever see people in your feed and think 'lol I fucked you',0,train,ami_binary_desc_2973
o-dang_ami_2974,When you're high AF on FaceTime tuning out a friend that ranting and you tap the screen to see when the video is going to be over,0,train,ami_binary_desc_2974
o-dang_ami_2975,Mood GO HOME AND GET YA FUCKIN SHINE BOX,0,train,ami_binary_desc_2975
o-dang_ami_2976,How to kidnap me <URL>,0,train,ami_binary_desc_2976
o-dang_ami_2977,Friend- I'm getting married Me- <URL>,0,train,ami_binary_desc_2977
o-dang_ami_2978,Don't text these hoes... If you're doing your job right they'll text you when you're needed,0,train,ami_binary_desc_2978
o-dang_ami_2979,Thems the rules <URL>,0,train,ami_binary_desc_2979
o-dang_ami_2980,You ever look at someone and think 'yeah Ima fuck you',0,train,ami_binary_desc_2980
o-dang_ami_2981,RT <MENTION_1> My kind of Pokemon presented by the best: <MENTION_2> <URL>,0,train,ami_binary_desc_2981
o-dang_ami_2982,When your selfie game is weak AF <URL>,0,train,ami_binary_desc_2982
o-dang_ami_2983,When his dick game is garbage but his mouth game is fire AF <URL>,0,train,ami_binary_desc_2983
o-dang_ami_2984,"Yeah, I text back in a timely manner... I'm about getting laid not playing games",0,train,ami_binary_desc_2984
o-dang_ami_2985,When you stick it in the wrong hole on 'accident' <URL>,0,train,ami_binary_desc_2985
o-dang_ami_2986,Talent- Meeting up with complete strangers for sex,0,train,ami_binary_desc_2986
o-dang_ami_2987,When it goes from 'you gotta wear a condom' to 'just don't cum in me' <URL>,0,train,ami_binary_desc_2987
o-dang_ami_2988,"Friend- she's cool, you should keep this one around Me- <URL>",0,train,ami_binary_desc_2988
o-dang_ami_2989,<MENTION_1> 💀💀💀,0,train,ami_binary_desc_2989
o-dang_ami_2990,"RT <MENTION_1> 'You know, the thing is...we ate drugs so...' -my basic excuse for not doing things",0,train,ami_binary_desc_2990
o-dang_ami_2991,When the gut rot kicks in after a long weekend of drinking <URL>,0,train,ami_binary_desc_2991
o-dang_ami_2992,When you forget to finish contouring <URL>,0,train,ami_binary_desc_2992
o-dang_ami_2993,Sometimes I just wanna crash into psychic reading places and ask them if they saw that coming...,0,train,ami_binary_desc_2993
o-dang_ami_2994,When you're leaving the dick appointment and it was fire AF <URL>,0,train,ami_binary_desc_2994
o-dang_ami_2995,"Plastic surgeon- what can I do for you, Khloe? Khloe- just make me less ugly Plastic surgeon- say no more, fam <URL>",0,train,ami_binary_desc_2995
o-dang_ami_2996,<MENTION_1> <MENTION_2> 😂😂😂😂,0,train,ami_binary_desc_2996
o-dang_ami_2997,"I wanna care sometimes, but this 'fuck it, who cares' attitude is too strong",0,train,ami_binary_desc_2997
o-dang_ami_2998,Idk how to feel about the tweet that followed this 🤔 <URL>,0,train,ami_binary_desc_2998
o-dang_ami_2999,The savagery <URL>,0,train,ami_binary_desc_2999
o-dang_ami_3000,I just want a bank account as strong as that chair <URL>,0,train,ami_binary_desc_3000
o-dang_ami_3001,I just saw a bird fuckin another bird and when they were done they both flew in totally opposite directions... This best sums up my sex life,0,train,ami_binary_desc_3001
o-dang_ami_3002,<MENTION_1> my age but wishes she was younger,0,train,ami_binary_desc_3002
o-dang_ami_3003,You'd have to ask <MENTION_1> cause they have yet to respond to me <URL>,0,train,ami_binary_desc_3003
o-dang_ami_3004,<MENTION_1> 😭😭😭😭 nah man,0,train,ami_binary_desc_3004
o-dang_ami_3005,"You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all?",0,train,ami_binary_desc_3005
o-dang_ami_3006,Don't try to show off in front of girls by trying to talk down to other men... It comes across as pathetic...,0,train,ami_binary_desc_3006
o-dang_ami_3007,When you know your worth... <URL>,0,train,ami_binary_desc_3007
o-dang_ami_3008,The real key to life is staying ahead of the game,0,train,ami_binary_desc_3008
o-dang_ami_3009,"If he likes cheese on his pizza, he's an asshole. 🍕",0,train,ami_binary_desc_3009
o-dang_ami_3010,Pokemon go is quite in fact the real walking dead,0,train,ami_binary_desc_3010
o-dang_ami_3011,When you see someone you know on tinder so you super like them and they never talk to you again 😐,0,train,ami_binary_desc_3011
o-dang_ami_3012,Vodka is my spirit animal,0,train,ami_binary_desc_3012
o-dang_ami_3013,"You ever be drivin and briefly forget where you are, where you're going, how you got there, who you are or why you're alive? Cause same",0,train,ami_binary_desc_3013
o-dang_ami_3014,<MENTION_1> same AF,0,train,ami_binary_desc_3014
o-dang_ami_3015,"I'm voting for <PERSON_1> for president... That's right, a dead crackhead is a better choice than what's being offered",0,train,ami_binary_desc_3015
o-dang_ami_3016,50 years after you decided you'd never try anal... <URL>,0,train,ami_binary_desc_3016
o-dang_ami_3017,<MENTION_1> is like the Donald Trump of social media sites the way they're just purging pages for no apparent reason,0,train,ami_binary_desc_3017
o-dang_ami_3018,The 'I can't get a date so Ima just take one' starter pack <URL>,0,train,ami_binary_desc_3018
o-dang_ami_3019,RT <MENTION_1> I'm just a materialistic narcissist who enjoys a life of leisure. 🕶,0,train,ami_binary_desc_3019
o-dang_ami_3020,Might thrown a coffee in with it 😇 <URL>,0,train,ami_binary_desc_3020
o-dang_ami_3021,Snapchat updates their app and it becomes amazing.. Instagram updates their app and it goes to complete fucking shit <URL>,0,train,ami_binary_desc_3021
o-dang_ami_3022,"RT <MENTION_1> Her:I don't get what u want outta this relationship Him:Well, I was only looking for a bj but u kept coming back <URL>",0,train,ami_binary_desc_3022
o-dang_ami_3023,"<MENTION_1> ok guys, jokes over... We all had a good laugh, you can give me my account back now 🤗",0,train,ami_binary_desc_3023
o-dang_ami_3024,When you and your girlfriend are so close that you're best friends.. So much so that you just wanna tell her about the other girls ur fuckin,0,train,ami_binary_desc_3024
o-dang_ami_3025,Yes they did <URL>,0,train,ami_binary_desc_3025
o-dang_ami_3026,<MENTION_1> <MENTION_2> one bs template email but nothing solid. This is my 5th deletion,0,train,ami_binary_desc_3026
o-dang_ami_3027,<MENTION_1> <MENTION_2> it's absolutely ridiculous especially after jumping through hoops to get it back last time,0,train,ami_binary_desc_3027
o-dang_ami_3028,Pokemon Gooooooo fuck yourself,0,train,ami_binary_desc_3028
o-dang_ami_3029,The evolution of a Kardashian <URL>,0,train,ami_binary_desc_3029
o-dang_ami_3030,"When you and your friends are discussing Instagram's great purge of 2016, wondering who's gonna be next <URL>",0,train,ami_binary_desc_3030
o-dang_ami_3031,The best way to stay off the grid is by posting about it <URL>,0,train,ami_binary_desc_3031
o-dang_ami_3032,Me flirting- So how do you feel about abortion?,0,train,ami_binary_desc_3032
o-dang_ami_3033,When someone tries to correct my grammar <URL>,0,train,ami_binary_desc_3033
o-dang_ami_3034,Yeah last week. Using @ your_fuckboy_ for now <URL>,0,train,ami_binary_desc_3034
o-dang_ami_3035,Idk who these things are or why they're popular all of the sudden... And that's my meme about that <URL>,0,train,ami_binary_desc_3035
o-dang_ami_3036,I mean... You got one from me and I don't ever do that so.... 😘 <URL>,0,train,ami_binary_desc_3036
o-dang_ami_3037,Sending you one now 😘 <URL>,0,train,ami_binary_desc_3037
o-dang_ami_3038,"My refrigerator is filled with nothing but organic fruits and vegetables and alcohol, cause life is all about balance",0,train,ami_binary_desc_3038
o-dang_ami_3039,I never realize how long a minute actually is until I get stuck listening to a minute long voice memo about a bunch of shit idgaf about,0,train,ami_binary_desc_3039
o-dang_ami_3040,When she's rockin roast beef so you decide to play with it <URL>,0,train,ami_binary_desc_3040
o-dang_ami_3041,When they won't stop talking about their ex on a first date <URL>,0,train,ami_binary_desc_3041
o-dang_ami_3042,<MENTION_1> none,0,train,ami_binary_desc_3042
o-dang_ami_3043,"If your man has an android, you're allowed to cheat on him",0,train,ami_binary_desc_3043
o-dang_ami_3044,My life was really headed in the right direction before I started drinking... At the age of 10...,0,train,ami_binary_desc_3044
o-dang_ami_3045,Instagram tryin to be like snapchat is about as pointless as their 'help center' have a fucking seat IG,0,train,ami_binary_desc_3045
o-dang_ami_3046,Maybe Instagram will copy Twitter and go back to chronological order...,0,train,ami_binary_desc_3046
o-dang_ami_3047,Me trying to make it through life <URL>,0,train,ami_binary_desc_3047
o-dang_ami_3048,I'm gonna put that SC butterfly filter around the head of my dick so y'all can see how stupid you look 🤗,0,train,ami_binary_desc_3048
o-dang_ami_3049,"When you've just gotten married, realize you're stuck with this asshole for life <URL>",0,train,ami_binary_desc_3049
o-dang_ami_3050,The list of people I'm going to kill when the 2017 First Annual Purge ensues <URL>,0,train,ami_binary_desc_3050
o-dang_ami_3051,Thank you babygirl 😘 <URL>,0,train,ami_binary_desc_3051
o-dang_ami_3052,Best gift ever 😘 <URL>,0,train,ami_binary_desc_3052
o-dang_ami_3053,When she says she only dates black guys <URL>,0,train,ami_binary_desc_3053
o-dang_ami_3054,"<MENTION_1> excuse me, cupcake?",0,train,ami_binary_desc_3054
o-dang_ami_3055,<MENTION_1> I wouldn't put my wm on it if I didn't,0,train,ami_binary_desc_3055
o-dang_ami_3056,That's the original it came from. But I appreciate the fact that you think I would follow or steal from u. Sit down <URL>,0,train,ami_binary_desc_3056
o-dang_ami_3057,<MENTION_1> <MENTION_2> I just posted the original but nice try,0,train,ami_binary_desc_3057
o-dang_ami_3058,"<MENTION_1> <MENTION_2> idk buddy, I'm not a meme historian",0,train,ami_binary_desc_3058
o-dang_ami_3059,That's nothing new 🙄 <URL>,0,train,ami_binary_desc_3059
o-dang_ami_3060,When someone takes a post too seriously and writes an essay in the comments <URL>,0,train,ami_binary_desc_3060
o-dang_ami_3061,"When you go to take a sip and and spill it on your face... Like wtf hand, why you let me down like that, bruh",0,train,ami_binary_desc_3061
o-dang_ami_3062,Person- so what's your sign? Me- <URL>,0,train,ami_binary_desc_3062
o-dang_ami_3063,This is the only time I feel safe leaving my phone face up <URL>,0,train,ami_binary_desc_3063
o-dang_ami_3064,Is it really indecent exposure if you have a magnificent penis? I thinks it's pretty decent exposure,0,train,ami_binary_desc_3064
o-dang_ami_3065,Beards... Getting ugly guys laid since the trend of 2015... <URL>,0,train,ami_binary_desc_3065
o-dang_ami_3066,When you wake up in an ugly randoms bed with no recollection of how you got there and none of your clothes in sight <URL>,0,train,ami_binary_desc_3066
o-dang_ami_3067,If you've never had shit dick you probably have a small dick,0,train,ami_binary_desc_3067
o-dang_ami_3068,I legit have no respect for a sensitive man. Like I will emotionally destroy you.,0,train,ami_binary_desc_3068
o-dang_ami_3069,'Replaceable' best describes your life 🤗,0,train,ami_binary_desc_3069
o-dang_ami_3070,I only watch your snap story cause I know you'll text me,0,train,ami_binary_desc_3070
o-dang_ami_3071,When daddy leaves cute notes for you <URL>,0,train,ami_binary_desc_3071
o-dang_ami_3072,My bathroom vs your boyfriends <URL>,0,train,ami_binary_desc_3072
o-dang_ami_3073,Me <URL>,0,train,ami_binary_desc_3073
o-dang_ami_3074,"If they keep making plans with you and something keeps 'coming up' don't be mad, it just means something better came along",0,train,ami_binary_desc_3074
o-dang_ami_3075,Me flirting- *pulls phone out* 'Look at my dick pic',0,train,ami_binary_desc_3075
o-dang_ami_3076,When you finally catch the mutha fucka getting all your favorite IG accounts deleted <URL>,0,train,ami_binary_desc_3076
o-dang_ami_3077,When your finger fuck game strong AF <URL>,0,train,ami_binary_desc_3077
o-dang_ami_3078,"Me- dear IG, I follow all of your guidelines, please reactivate my account IG- <URL>",0,train,ami_binary_desc_3078
o-dang_ami_3079,When you spend hours doing your makeup perfectly and bae cancels on you last minute <URL>,0,train,ami_binary_desc_3079
o-dang_ami_3080,When you just got home from getting dicked down and now you gotta deal with your shrimp dick boyfriend <URL>,0,train,ami_binary_desc_3080
o-dang_ami_3081,"Son- mom, how did you and dad meet? Mom- he had on gray sweats and his dick print was fleekin so I slid in his DM <URL>",0,train,ami_binary_desc_3081
o-dang_ami_3082,When your friend says she's got the perfect girl for you <URL>,0,train,ami_binary_desc_3082
o-dang_ami_3083,When the lemonade stand didn't work out so you and the crew decide it's time to rob a bank <URL>,0,train,ami_binary_desc_3083
o-dang_ami_3084,When the rival lemonade stand starts stealin your business <URL>,0,train,ami_binary_desc_3084
o-dang_ami_3085,Whenever anyone asks me to do anything other than get drunk or have sex <URL>,0,train,ami_binary_desc_3085
o-dang_ami_3086,Roster reconfiguration season is coming up,0,train,ami_binary_desc_3086
o-dang_ami_3087,I don't like change in my life except for the people I sleep with,0,train,ami_binary_desc_3087
o-dang_ami_3088,I think it's clear who the best choice for president is.... Michael fucking Phelps,0,train,ami_binary_desc_3088
o-dang_ami_3089,The first time you get 100 likes on a post <URL>,0,train,ami_binary_desc_3089
o-dang_ami_3090,When she tells you she's allergic to latex <URL>,0,train,ami_binary_desc_3090
o-dang_ami_3091,"If a guy doesn't have a psycho ex, then you know his dick game weak AF.",0,train,ami_binary_desc_3091
o-dang_ami_3092,"RT <MENTION_1> If you've spent the weekend riding strange dick, drink some green tea &; it doesn't even count. #HoeTips",0,train,ami_binary_desc_3092
o-dang_ami_3093,When you find your ex on tinder <URL>,0,train,ami_binary_desc_3093
o-dang_ami_3094,A healthy amount of sperm <URL>,0,train,ami_binary_desc_3094
o-dang_ami_3095,I didn't know dick was so fattening 🤔 <URL>,0,train,ami_binary_desc_3095
o-dang_ami_3096,I wish I was just as fascinated with important things in life as I am with those 360 degree videos on FB when I'm high,0,train,ami_binary_desc_3096
o-dang_ami_3097,When you're high AF trying to figure out where your life went horribly wrong <URL>,0,train,ami_binary_desc_3097
o-dang_ami_3098,The best part about being me is that I'll never be like you,0,train,ami_binary_desc_3098
o-dang_ami_3099,Life Hack- There are people that use DM's to simply have convo's with friends... And here I thought it was only for nudes & to line up sex,0,train,ami_binary_desc_3099
o-dang_ami_3100,I hate when handicapped people park in regular spots... Who TF do they think they are?!,0,train,ami_binary_desc_3100
o-dang_ami_3101,<MENTION_1> 😭😭😭 you ain't shit,0,train,ami_binary_desc_3101
o-dang_ami_3102,If you find it necessary to message a complete stranger about your hurt feelings over a post... It might be time to log off the internet,0,train,ami_binary_desc_3102
o-dang_ami_3103,Talent- Knowing when to stroll away and not look back,0,train,ami_binary_desc_3103
o-dang_ami_3104,"You ever just wanna cut off every single person in your life, get on a boat and sail into a whole new life? Cause same",0,train,ami_binary_desc_3104
o-dang_ami_3105,"If you can't spell 'masturbate' right, we can't sext... I don't have time for that kind of negativity in my life",0,train,ami_binary_desc_3105
o-dang_ami_3106,"Drake- I love you, we should date Rihanna the savage- <URL>",0,train,ami_binary_desc_3106
o-dang_ami_3107,When a baby won't stop crying so naturally you have to outdo the little shit <URL>,0,train,ami_binary_desc_3107
o-dang_ami_3108,I hate it when people ask me for a favor... I've never asked anyone for anything specifically so I don't have to do anything for anyone,0,train,ami_binary_desc_3108
o-dang_ami_3109,Some of y'all should stop posting stories before people realize how annoying and unfunny you really are... Fuck around and lose followers,0,train,ami_binary_desc_3109
o-dang_ami_3110,Me flirting- So how many filters you got on that thang,0,train,ami_binary_desc_3110
o-dang_ami_3111,When they tell you 'just be yourself' so you show them what a piece of shit you really are...,0,train,ami_binary_desc_3111
o-dang_ami_3112,"Mi casa, su casa my house is a #HOE house!!",0,train,ami_binary_desc_3112
o-dang_ami_3113,"If the issue is military rape, it's, 'What do you expect if men and women are sleeping in the same tents?' Then it's back to #NotAllMen. 3/8",0,train,ami_binary_desc_3113
o-dang_ami_3114,I understand the #NotAllMen impulse cuz I’m a white woman who didn’t vote for Trump. But the women of color who call out all WW are right.,0,train,ami_binary_desc_3114
o-dang_ami_3115,I know why men spout #NotAllMen. It erases their individuality. Suck it up boys. You've been denying women their individuality for ever.,0,train,ami_binary_desc_3115
o-dang_ami_3116,"#Men, you want to treat women better? Here's a list to start with. <URL> #notallmen #feminism #harassment",0,train,ami_binary_desc_3116
o-dang_ami_3117,"Dear #NotAllMen, I invite you to be a part of the solution and not the problem. <URL>",0,train,ami_binary_desc_3117
o-dang_ami_3118,<MENTION_1> Have you gotten any #notallmen responses to this?;),0,train,ami_binary_desc_3118
o-dang_ami_3119,<MENTION_1> being purposefully indignant just because YOU know how to use a microwave is the NOTALLMEN!! argume… <URL>,0,train,ami_binary_desc_3119
o-dang_ami_3120,"<MENTION_1> <MENTION_2> Fail equivalence. Again. This isn't notallmen, this is 'Do you think it's all Satanists?' to… <URL>",0,train,ami_binary_desc_3120
o-dang_ami_3121,<MENTION_1> <MENTION_2> <MENTION_3> If you come into a thread all #notallmen you just confirm that we’re trash. Don’t be so fragile.,0,train,ami_binary_desc_3121
o-dang_ami_3122,<MENTION_1> Maybe you could collectively subvert the #NotAllMen & start trolling them whenever one of these ‘think pieces’ pop up...?,0,train,ami_binary_desc_3122
o-dang_ami_3123,"<MENTION_1> I mean some of you share with some men. Not me, of course. #NotAllWomen #NotAllMen",0,train,ami_binary_desc_3123
o-dang_ami_3124,"I️ used to say #NotAllMen but let’s be real. If you being honest, men be trash in a number of ways. And what’s wild… <URL>",0,train,ami_binary_desc_3124
o-dang_ami_3125,"ppl started blowing up his mom's phone, telling her she was a bitch and whore and that they knew her son had stolen some grad's identity",0,train,ami_binary_desc_3125
o-dang_ami_3126,shoutout to the kid(s) who wrote on the dirt on my car saying I was a bitch and a whore :))),0,train,ami_binary_desc_3126
o-dang_ami_3127,ALOT Of U Bitches Show Me Y'all Momma Raised A WHORE #OnGang,0,train,ami_binary_desc_3127
o-dang_ami_3128,Well damn😭. Bitch said dwarf women lmaooooo <URL>,0,train,ami_binary_desc_3128
o-dang_ami_3129,Bitch niggas get mad wen women tell em the truth they mama's was too pussy to say. Not my fault son 😒😒,0,train,ami_binary_desc_3129
o-dang_ami_3130,"if you’re really gonna sit and bitch about women hating on men for raping and harassing them, please exit my life immediately and forever",0,train,ami_binary_desc_3130
o-dang_ami_3131,"Plot twist: women do, in fact, like nice guys. Women do not like “nice guys” who call you a bitch for rejecting him after he was “nice.”",0,train,ami_binary_desc_3131
o-dang_ami_3132,Mr Shorter - scum bag posting things like this -FADEC ON LSE YOU ARE A CUNT - SON OF A WHORE #hnr,0,train,ami_binary_desc_3132
o-dang_ami_3133,DUAL Cunt WHORES 1 &amp; 2 by <MENTION_1> <URL> <MENTION_2> <URL>,0,train,ami_binary_desc_3133
o-dang_ami_3134,How to Pronounce Whore Eyed Cunt ↺RT❤ <URL> #,0,train,ami_binary_desc_3134
o-dang_ami_3135,Is this serial killer cunt whore for real? <URL>,0,train,ami_binary_desc_3135
o-dang_ami_3136,<MENTION_1> You're going 2 go 2 jail you scumbag WHORE. Your going down in History as the most VILE Bitch Ever Rich Seth Will B avenged,0,train,ami_binary_desc_3136
o-dang_ami_3137,How to Pronounce Bitch Chameleon ↺RT❤ <URL> #fake #fuss #denounce #accuse #porcupine #crab #whore #bitc,0,train,ami_binary_desc_3137
o-dang_ami_3138,I'd never call a woman a whore because I am grateful for women that enjoy fuccin,0,train,ami_binary_desc_3138
o-dang_ami_3139,Last night I saw a PEI bar brawl between 2 women fighting over a man. One socked the other and called her a whore. The man promptly vomited.,0,train,ami_binary_desc_3139
o-dang_ami_3140,<MENTION_1> The era when a woman was either Mother Mary or a whore is over. Women are plain and simply human beings.,0,train,ami_binary_desc_3140
o-dang_ami_3141,<MENTION_1> <MENTION_2> Who was a #whore? #demi -raps respected women who conducted affairs. #Bunters… <URL>,0,train,ami_binary_desc_3141
o-dang_ami_3142,<MENTION_1> Whore? Really? Why don't you have some respect for women you asshole!,0,train,ami_binary_desc_3142
o-dang_ami_3143,KUNT DONT JOIN ME IF YOU HAVE NEVER DONE CALUS BEFORE. IM NOT HERE TO CARRY. FUCK ME SIDEWAYS!!,0,train,ami_binary_desc_3143
o-dang_ami_3144,<MENTION_1> I know walahi.. mna lsa kunt basm3ha m3rfsh influenced you wala sudfa,0,train,ami_binary_desc_3144
o-dang_ami_3145,<MENTION_1> You kunt loool,0,train,ami_binary_desc_3145
o-dang_ami_3146,<MENTION_1> he is a Kunt and those like yourself who kept quiet while he murdered white farmer`s and stole Their land. You are a joke like,0,train,ami_binary_desc_3146
o-dang_ami_3147,<MENTION_1> <MENTION_2> <MENTION_3> Fckin clown. You clearly haven't a fckin clue how economics works. Fckin inbred kunt.,0,train,ami_binary_desc_3147
o-dang_ami_3148,"Sure Sadiq Kunt, whatever you say. 🖕😒 <URL>",0,train,ami_binary_desc_3148
o-dang_ami_3149,Dude next door: “So what you wanna do about the tp situation?” Me: “ummm you buy your own and I buy mine....” Me to Me: “this kunt 😑”,0,train,ami_binary_desc_3149
o-dang_ami_3150,"<MENTION_1> Can you incorporate “hey, that’s pretty good” on your next video? ... Kunt ❤️",0,train,ami_binary_desc_3150
o-dang_ami_3151,<MENTION_1> You own it! You and the GOP sabotaged it! Pha -q ya kunt!,0,train,ami_binary_desc_3151
