id,corpus,valence,dominance,arousal
178409,emobank,2.89,3.11,3.0
178410,emobank,3.12,3.0,3.12
178411,emobank,3.4,3.1,3.0
178412,emobank,3.2,3.1,2.9
178413,emobank,3.09,3.27,3.09
178414,emobank,3.2,2.9,3.0
178415,emobank,2.0,2.7,3.2
178416,emobank,3.1,3.1,3.0
178417,emobank,2.5,2.62,3.25
178418,emobank,2.5,2.7,2.7
178419,emobank,3.22,3.11,3.44
178420,emobank,3.4,3.1,3.0
178421,emobank,2.5,3.1,3.3
178422,emobank,2.7,2.9,3.2
178423,emobank,2.4,3.0,3.1
178424,emobank,2.8,2.9,2.9
178425,emobank,1.8,2.4,3.5
178426,emobank,3.1,2.8,2.7
178427,emobank,3.6,3.2,3.2
178428,emobank,3.0,2.9,3.2
178429,emobank,2.25,3.25,3.25
178430,emobank,2.6,3.0,2.9
178431,emobank,3.0,2.8,3.0
178432,emobank,2.5,3.0,3.25
178433,emobank,3.1,3.1,3.1
178434,emobank,3.28,3.29,3.29
178435,emobank,2.5,2.83,3.17
178436,emobank,2.6,2.9,3.1
178437,emobank,3.12,3.12,3.12
178438,emobank,3.0,2.89,2.78
178439,emobank,3.0,2.7,3.1
178440,emobank,3.3,3.1,2.8
178441,emobank,2.1,2.6,2.9
178442,emobank,2.88,3.38,2.88
178443,emobank,2.5,2.9,3.0
178444,emobank,2.89,2.89,2.89
178445,emobank,3.0,3.1,2.7
178446,emobank,2.6,3.0,3.1
178447,emobank,2.8,3.3,3.1
178448,emobank,3.4,3.3,3.3
178449,emobank,1.9,2.5,3.0
178450,emobank,2.88,3.0,3.25
178451,emobank,2.56,3.0,3.22
178452,emobank,2.7,2.8,3.2
178453,emobank,3.0,3.1,3.0
178454,emobank,2.8,3.2,3.4
178455,emobank,3.5,3.3,3.3
178456,emobank,2.0,3.1,3.5
178457,emobank,3.0,3.2,3.1
178458,emobank,3.0,2.8,2.9
178459,emobank,2.9,2.9,3.1
178460,emobank,3.0,3.18,3.09
178461,emobank,2.25,2.62,3.37
178462,emobank,2.2,3.0,2.9
178463,emobank,2.5,2.9,3.2
178464,emobank,2.71,2.57,3.0
178465,emobank,3.0,3.2,2.7
178466,emobank,2.25,2.5,3.62
178467,emobank,3.0,3.0,2.75
178468,emobank,3.44,3.11,3.33
178469,emobank,3.2,3.1,3.1
178470,emobank,3.0,2.88,2.5
178471,emobank,1.8,2.4,3.1
178472,emobank,2.8,3.1,3.1
178473,emobank,2.9,3.3,3.1
178474,emobank,3.1,3.1,3.1
178475,emobank,3.0,3.2,3.2
178476,emobank,3.0,2.9,2.9
178477,emobank,3.1,3.1,3.1
178478,emobank,2.5,2.9,3.2
178479,emobank,3.4,3.0,2.9
178480,emobank,2.9,2.9,3.3
178481,emobank,2.4,2.9,2.9
178482,emobank,3.38,3.25,3.38
178483,emobank,2.2,3.3,3.8
178484,emobank,3.1,3.3,3.3
178485,emobank,3.27,3.09,3.0
178486,emobank,3.0,3.1,2.9
178487,emobank,2.3,2.6,3.1
178488,emobank,2.7,3.0,3.1
178489,emobank,2.3,2.9,3.0
178490,emobank,3.4,3.0,3.0
178491,emobank,2.13,3.12,3.62
178492,emobank,3.3,3.0,3.2
178493,emobank,3.0,3.0,2.9
178494,emobank,2.8,3.2,3.0
178495,emobank,3.1,3.3,3.3
178496,emobank,2.2,2.8,2.8
178497,emobank,3.1,3.0,3.1
178498,emobank,3.4,3.3,3.2
178499,emobank,3.0,3.0,2.9
178500,emobank,2.7,2.9,3.2
178501,emobank,3.0,2.8,3.0
178502,emobank,2.5,3.0,2.7
178503,emobank,3.2,3.1,3.2
178504,emobank,3.1,3.1,3.2
178505,emobank,2.2,2.8,3.3
178506,emobank,2.6,3.1,3.1
178507,emobank,3.0,2.9,2.8
178508,emobank,2.7,3.3,3.3
178509,emobank,3.0,3.0,3.0
178510,emobank,3.0,2.9,2.6
178511,emobank,3.4,3.0,2.8
178512,emobank,2.5,3.1,2.8
178513,emobank,3.4,3.3,3.0
178514,emobank,2.62,3.25,3.37
178515,emobank,3.0,3.0,2.75
178516,emobank,3.0,2.8,2.7
178517,emobank,3.0,3.0,3.14
178518,emobank,3.1,3.0,3.1
178519,emobank,3.4,2.8,2.8
178520,emobank,3.2,3.4,3.6
178521,emobank,2.7,2.9,2.9
178522,emobank,2.5,2.6,3.2
178523,emobank,2.22,2.56,3.22
178524,emobank,2.57,2.71,3.29
178525,emobank,3.2,3.1,3.2
178526,emobank,3.0,2.9,2.9
178527,emobank,3.12,3.12,2.75
178528,emobank,2.2,2.7,3.1
178529,emobank,3.1,3.0,3.2
178530,emobank,3.37,3.25,3.37
178531,emobank,2.71,3.0,2.86
178532,emobank,3.1,3.1,2.8
178533,emobank,2.5,3.3,3.3
178534,emobank,2.18,2.82,3.46
178535,emobank,2.33,2.83,3.17
178536,emobank,1.88,2.5,2.88
178537,emobank,2.1,2.9,3.1
178538,emobank,2.8,3.0,3.0
178539,emobank,3.0,3.0,2.88
178540,emobank,2.43,3.0,3.0
178541,emobank,3.0,3.0,3.1
178542,emobank,3.0,2.86,2.86
178543,emobank,3.44,3.22,3.22
178544,emobank,2.9,3.1,3.2
178545,emobank,3.1,3.1,3.0
178546,emobank,2.4,2.6,3.0
178547,emobank,3.0,2.86,2.71
178548,emobank,2.9,3.0,3.0
178549,emobank,3.2,3.3,2.9
178550,emobank,2.6,2.7,3.1
178551,emobank,2.8,3.2,3.3
178552,emobank,2.5,3.12,3.0
178553,emobank,2.78,3.11,3.11
178554,emobank,2.1,2.1,3.2
178555,emobank,3.5,3.1,3.4
178556,emobank,3.0,3.0,2.9
178557,emobank,3.2,3.2,3.0
178558,emobank,2.0,2.7,3.2
178559,emobank,1.9,2.6,3.4
178560,emobank,3.14,3.0,3.43
178561,emobank,3.0,3.0,2.83
178562,emobank,2.4,3.1,3.8
178563,emobank,3.0,3.0,2.9
178564,emobank,2.7,3.0,3.2
178565,emobank,2.2,3.2,3.2
178566,emobank,2.7,3.0,3.1
178567,emobank,3.0,3.12,3.0
178568,emobank,3.0,2.88,2.88
178569,emobank,3.29,3.0,2.43
178570,emobank,2.75,3.37,2.5
178571,emobank,2.63,2.62,3.25
178572,emobank,3.14,3.14,3.28
178573,emobank,2.9,2.9,3.0
178574,emobank,2.3,2.5,2.6
178575,emobank,3.1,3.3,3.1
178576,emobank,3.33,3.33,2.89
178577,emobank,2.6,2.9,3.0
178578,emobank,3.0,2.8,3.1
178579,emobank,3.0,3.1,2.8
178580,emobank,2.0,3.1,3.3
178581,emobank,3.1,3.2,3.3
178582,emobank,3.64,3.09,2.91
178583,emobank,2.38,2.88,3.25
178584,emobank,3.7,3.1,3.2
178585,emobank,2.2,2.7,3.4
178586,emobank,3.1,3.0,2.9
178587,emobank,2.5,2.88,3.0
178588,emobank,3.3,2.9,3.0
178589,emobank,2.22,2.89,3.56
178590,emobank,3.0,3.12,2.62
178591,emobank,2.25,2.88,3.38
178592,emobank,2.9,2.9,2.9
178593,emobank,3.45,3.11,2.89
178594,emobank,3.0,3.0,2.8
178595,emobank,2.91,3.18,3.18
178596,emobank,3.2,3.3,3.1
178597,emobank,3.2,3.1,3.2
178598,emobank,3.0,3.1,2.9
178599,emobank,3.0,2.8,2.6
178600,emobank,2.7,2.9,2.9
178601,emobank,2.9,3.2,3.1
178602,emobank,2.62,3.12,3.12
178603,emobank,2.67,3.5,3.17
178604,emobank,2.71,2.71,3.0
178605,emobank,2.5,2.9,2.8
178606,emobank,2.6,2.8,3.3
178607,emobank,4.33,3.67,4.22
178608,emobank,3.78,3.56,3.22
178609,emobank,3.2,3.4,3.3
178610,emobank,2.7,2.5,3.0
178611,emobank,3.1,3.1,2.8
178612,emobank,2.86,2.86,3.0
178613,emobank,3.71,3.29,3.29
178614,emobank,3.37,3.25,3.25
178615,emobank,2.0,2.8,3.3
178616,emobank,3.8,3.2,2.6
178617,emobank,3.11,3.22,3.22
178618,emobank,2.8,3.1,3.1
178619,emobank,2.7,2.9,3.0
178620,emobank,2.7,3.0,2.9
178621,emobank,3.25,3.12,3.12
178622,emobank,2.7,2.9,3.1
178623,emobank,1.86,2.29,2.86
178624,emobank,3.0,3.17,3.0
178625,emobank,2.44,2.89,3.22
178626,emobank,3.37,3.12,2.88
178627,emobank,2.1,3.0,3.5
178628,emobank,2.6,2.9,3.1
178629,emobank,1.57,2.57,3.0
178630,emobank,3.11,3.22,3.11
178631,emobank,2.4,2.9,3.3
178632,emobank,3.29,3.14,2.86
178633,emobank,3.3,3.2,3.0
178634,emobank,3.2,3.0,3.3
178635,emobank,3.12,3.37,2.75
178636,emobank,2.67,2.67,3.22
178637,emobank,3.1,3.1,2.8
178638,emobank,2.3,2.7,3.2
178639,emobank,1.71,2.57,3.14
178640,emobank,3.2,3.2,3.2
178641,emobank,2.3,2.5,3.4
178642,emobank,2.83,3.0,2.83
178643,emobank,2.6,3.0,3.1
178644,emobank,2.8,2.9,2.8
178645,emobank,3.14,3.0,3.0
178646,emobank,2.75,2.75,3.0
178647,emobank,3.0,3.0,3.0
178648,emobank,2.78,3.0,3.22
178649,emobank,2.5,2.63,3.12
178650,emobank,3.0,3.0,3.11
178651,emobank,3.2,3.0,3.3
178652,emobank,3.0,3.0,2.8
178653,emobank,3.2,3.1,2.8
178654,emobank,3.14,3.29,2.29
178655,emobank,2.9,2.9,3.1
178656,emobank,2.9,3.1,3.0
178657,emobank,2.8,2.7,2.9
178658,emobank,2.71,3.0,3.14
178659,emobank,2.7,2.9,3.2
178660,emobank,3.13,3.0,3.5
178661,emobank,3.2,2.9,3.2
178662,emobank,2.89,3.11,3.11
178663,emobank,2.0,3.0,3.33
178664,emobank,2.7,2.9,3.0
178665,emobank,2.22,3.11,3.33
178666,emobank,2.67,3.0,2.89
178667,emobank,2.4,2.9,3.4
178668,emobank,3.0,3.0,2.9
178669,emobank,2.4,3.3,3.3
178670,emobank,2.1,2.9,3.1
178671,emobank,2.3,2.9,3.0
178672,emobank,2.11,3.11,3.0
178673,emobank,2.25,3.37,3.25
178674,emobank,3.0,3.2,3.4
178675,emobank,3.18,3.09,2.91
178676,emobank,2.73,3.18,2.73
178677,emobank,3.0,3.0,3.1
178678,emobank,2.33,3.22,3.0
178679,emobank,3.2,3.2,3.0
178680,emobank,3.3,3.1,3.1
178681,emobank,3.2,3.0,3.1
178682,emobank,3.0,3.0,2.86
178683,emobank,2.56,2.89,3.22
178684,emobank,3.1,2.9,3.1
178685,emobank,2.3,3.5,3.6
178686,emobank,2.14,2.72,2.71
178687,emobank,3.46,3.18,3.27
178688,emobank,3.0,3.3,3.0
178689,emobank,2.8,3.1,3.1
178690,emobank,2.4,3.0,3.2
178691,emobank,3.2,3.0,3.2
178692,emobank,3.43,3.14,3.29
178693,emobank,3.5,3.3,3.4
178694,emobank,2.38,2.75,3.0
178695,emobank,3.5,3.1,3.3
178696,emobank,2.57,3.29,3.14
178697,emobank,3.0,3.11,2.89
178698,emobank,2.9,3.1,2.8
178699,emobank,2.75,3.0,3.12
178700,emobank,2.2,3.2,3.5
178701,emobank,2.8,3.3,3.1
178702,emobank,2.12,3.12,3.12
178703,emobank,3.1,3.1,3.2
178704,emobank,3.22,3.22,3.0
178705,emobank,3.0,3.1,2.9
178706,emobank,2.55,3.18,3.09
178707,emobank,2.4,3.2,3.0
178708,emobank,2.4,2.8,3.3
178709,emobank,3.3,2.8,3.2
178710,emobank,3.18,3.09,2.73
178711,emobank,3.0,3.11,2.89
178712,emobank,2.62,3.12,3.13
178713,emobank,2.71,2.86,3.0
178714,emobank,2.8,3.1,3.2
178715,emobank,3.22,3.44,3.44
178716,emobank,3.2,3.0,3.1
178717,emobank,3.0,3.33,2.78
178718,emobank,3.2,2.9,3.3
178719,emobank,2.0,3.0,3.44
178720,emobank,2.56,3.0,3.33
178721,emobank,3.09,3.09,2.91
178722,emobank,3.0,3.1,3.1
178723,emobank,3.67,3.56,3.33
178724,emobank,2.3,2.8,3.3
178725,emobank,2.6,3.1,3.3
178726,emobank,3.36,3.18,3.18
178727,emobank,3.4,3.3,3.5
178728,emobank,2.2,3.2,2.8
178729,emobank,1.88,2.88,2.75
178730,emobank,2.9,3.2,3.4
178731,emobank,3.0,3.0,2.8
178732,emobank,2.75,3.0,3.0
178733,emobank,3.11,3.11,2.89
178734,emobank,3.1,2.9,2.9
178735,emobank,2.88,3.25,2.88
178736,emobank,3.11,3.22,3.0
178737,emobank,2.7,3.3,3.2
178738,emobank,2.3,2.9,3.1
178739,emobank,2.38,2.75,2.75
178740,emobank,1.88,2.38,3.37
178741,emobank,3.5,3.3,3.4
178742,emobank,3.0,2.82,2.64
178743,emobank,2.3,2.7,3.1
178744,emobank,2.3,2.7,3.3
178745,emobank,2.4,3.0,3.1
178746,emobank,2.8,2.9,3.2
178747,emobank,2.2,3.1,2.9
178748,emobank,2.4,2.7,3.3
178749,emobank,2.9,3.2,3.3
178750,emobank,3.2,3.2,3.2
178751,emobank,3.14,3.0,3.29
178752,emobank,3.22,3.0,2.89
178753,emobank,2.43,2.86,3.29
178754,emobank,2.7,2.9,2.9
178755,emobank,2.4,2.8,3.6
178756,emobank,2.5,2.75,3.25
178757,emobank,3.4,3.1,3.0
178758,emobank,3.4,3.0,3.0
178759,emobank,2.55,2.91,2.73
178760,emobank,3.1,3.0,3.0
178761,emobank,2.6,2.9,3.0
178762,emobank,2.1,2.9,3.5
178763,emobank,3.1,3.1,3.2
178764,emobank,2.7,3.1,3.2
178765,emobank,2.75,2.63,2.62
178766,emobank,2.9,3.3,3.1
178767,emobank,2.4,2.9,3.1
178768,emobank,3.0,3.0,3.1
178769,emobank,3.1,3.1,2.9
178770,emobank,2.9,3.0,2.9
178771,emobank,3.0,3.1,3.1
178772,emobank,2.8,3.0,3.2
178773,emobank,3.5,3.2,3.8
178774,emobank,2.5,3.1,3.1
178775,emobank,2.1,2.6,3.2
178776,emobank,3.0,2.9,2.8
178777,emobank,2.25,2.88,3.12
178778,emobank,3.22,3.0,3.22
178779,emobank,3.0,3.1,3.0
178780,emobank,1.9,3.0,3.5
178781,emobank,2.0,3.13,3.62
178782,emobank,2.16,2.66,3.17
178783,emobank,3.1,2.9,2.8
178784,emobank,3.33,3.0,3.22
178785,emobank,3.2,3.1,3.2
178786,emobank,2.9,2.9,2.9
178787,emobank,3.0,2.86,3.0
178788,emobank,2.8,3.1,3.7
178789,emobank,3.0,3.0,3.12
178790,emobank,2.8,3.0,3.0
178791,emobank,3.4,3.3,3.2
178792,emobank,2.9,3.2,3.3
178793,emobank,3.1,3.1,3.1
178794,emobank,4.0,3.3,3.7
178795,emobank,3.14,3.14,3.14
178796,emobank,3.1,3.0,2.9
178797,emobank,2.66,3.0,3.0
178798,emobank,3.5,3.0,3.12
178799,emobank,2.88,2.5,2.88
178800,emobank,2.25,2.63,3.13
178801,emobank,2.2,3.0,3.3
178802,emobank,3.0,2.87,2.5
178803,emobank,2.7,3.0,3.1
178804,emobank,2.62,3.0,3.0
178805,emobank,2.5,2.9,2.9
178806,emobank,3.1,3.0,2.9
178807,emobank,3.1,3.0,3.0
178808,emobank,3.57,2.86,3.43
178809,emobank,2.3,3.2,3.2
178810,emobank,3.9,3.1,3.3
178811,emobank,3.0,3.0,3.14
178812,emobank,2.8,3.1,3.3
178813,emobank,2.9,3.5,3.0
178814,emobank,3.2,3.3,3.1
178815,emobank,3.2,2.9,2.8
178816,emobank,3.0,3.0,3.0
178817,emobank,3.11,3.11,2.89
178818,emobank,2.9,2.9,2.9
178819,emobank,2.7,3.2,3.1
178820,emobank,2.8,3.3,2.9
178821,emobank,2.57,3.14,3.14
178822,emobank,3.2,3.1,3.3
178823,emobank,3.43,3.57,3.29
178824,emobank,3.09,3.0,2.82
178825,emobank,3.0,3.1,3.1
178826,emobank,2.4,3.0,3.2
178827,emobank,2.9,3.2,2.9
178828,emobank,2.6,2.9,3.1
178829,emobank,3.7,3.1,3.6
178830,emobank,2.7,3.3,3.3
178831,emobank,2.8,2.8,3.0
178832,emobank,3.0,2.86,2.86
178833,emobank,2.8,2.9,2.9
178834,emobank,2.9,3.1,2.5
178835,emobank,2.9,3.4,3.3
178836,emobank,1.9,2.7,3.2
178837,emobank,2.8,2.9,2.9
178838,emobank,2.57,2.86,3.14
178839,emobank,3.1,3.5,3.2
178840,emobank,3.0,3.1,3.0
178841,emobank,2.6,2.9,2.9
178842,emobank,3.1,3.1,2.9
178843,emobank,2.9,2.6,3.0
178844,emobank,2.5,3.4,3.3
178845,emobank,2.9,3.1,3.0
178846,emobank,2.9,2.9,3.0
178847,emobank,2.1,2.5,3.4
178848,emobank,2.5,2.8,3.3
178849,emobank,2.8,2.8,2.8
178850,emobank,3.27,3.09,2.91
178851,emobank,2.8,3.2,2.6
178852,emobank,3.6,3.0,3.6
178853,emobank,3.3,3.2,3.1
178854,emobank,2.6,2.7,2.9
178855,emobank,2.6,2.8,3.1
178856,emobank,3.4,3.2,3.2
178857,emobank,3.17,3.0,3.0
178858,emobank,1.67,2.44,3.78
178859,emobank,3.6,3.1,3.3
178860,emobank,3.11,3.22,3.0
178861,emobank,3.5,3.1,3.3
178862,emobank,2.7,2.9,3.5
178863,emobank,3.2,3.1,3.1
178864,emobank,3.2,3.3,3.5
178865,emobank,3.14,3.29,3.43
178866,emobank,3.3,3.1,2.9
178867,emobank,3.0,3.11,2.67
178868,emobank,2.67,3.33,3.22
178869,emobank,2.6,3.9,3.7
178870,emobank,3.0,3.1,2.9
178871,emobank,3.0,3.1,2.9
178872,emobank,3.0,2.86,3.14
178873,emobank,2.83,3.33,2.83
178874,emobank,2.2,2.8,3.2
178875,emobank,3.09,3.09,2.82
178876,emobank,3.0,3.0,2.9
178877,emobank,2.43,3.14,3.43
178878,emobank,2.8,3.1,3.0
178879,emobank,2.9,3.1,3.0
178880,emobank,3.0,3.1,3.1
178881,emobank,3.2,3.2,3.1
178882,emobank,3.12,3.12,3.0
178883,emobank,2.9,3.0,3.0
178884,emobank,2.7,2.8,3.0
178885,emobank,3.0,3.0,2.91
178886,emobank,3.0,3.0,3.0
178887,emobank,3.0,3.0,3.29
178888,emobank,3.0,2.83,2.67
178889,emobank,3.0,3.0,2.78
178890,emobank,3.0,3.22,2.78
178891,emobank,3.0,3.11,3.0
178892,emobank,2.89,3.22,3.0
178893,emobank,3.1,2.9,3.0
178894,emobank,3.12,3.25,3.25
178895,emobank,2.7,3.0,3.1
178896,emobank,3.2,3.1,3.2
178897,emobank,2.6,3.1,3.5
178898,emobank,2.3,3.3,3.8
178899,emobank,2.6,2.7,3.2
178900,emobank,2.8,3.2,3.1
178901,emobank,2.22,3.67,3.56
178902,emobank,2.36,2.18,3.64
178903,emobank,3.5,3.1,3.2
178904,emobank,2.8,2.8,3.1
178905,emobank,2.75,3.0,2.75
178906,emobank,2.9,3.2,2.9
178907,emobank,3.0,2.9,3.0
178908,emobank,3.0,3.0,2.6
178909,emobank,2.8,2.9,3.4
178910,emobank,2.55,2.64,3.18
178911,emobank,2.27,3.09,3.27
178912,emobank,2.44,3.22,3.22
178913,emobank,2.4,2.7,3.3
178914,emobank,3.3,3.1,3.2
178915,emobank,2.38,2.75,3.87
178916,emobank,3.0,2.9,3.0
178917,emobank,2.46,2.64,3.45
178918,emobank,2.78,2.89,2.89
178919,emobank,3.0,2.9,3.4
178920,emobank,2.8,3.2,3.1
178921,emobank,2.7,3.3,3.3
178922,emobank,2.8,3.2,3.3
178923,emobank,3.8,3.3,3.9
178924,emobank,2.75,3.13,3.25
178925,emobank,2.2,3.0,3.4
178926,emobank,3.25,3.0,2.88
178927,emobank,2.8,2.7,2.9
178928,emobank,3.0,3.3,2.6
178929,emobank,2.9,2.9,3.1
178930,emobank,2.5,3.0,3.17
178931,emobank,2.3,2.9,3.4
178932,emobank,2.3,3.0,3.5
178933,emobank,2.7,2.8,3.2
178934,emobank,2.9,2.9,3.0
178935,emobank,3.0,3.0,3.0
178936,emobank,3.0,2.88,3.12
178937,emobank,3.0,2.9,2.9
178938,emobank,3.0,3.0,2.9
178939,emobank,2.63,2.88,3.12
178940,emobank,3.0,2.8,2.9
178941,emobank,3.3,2.9,2.7
178942,emobank,2.9,3.0,2.9
178943,emobank,2.8,3.5,2.8
178944,emobank,2.8,2.7,2.8
178945,emobank,2.4,3.2,3.3
178946,emobank,2.11,2.89,3.56
178947,emobank,2.1,3.3,3.7
178948,emobank,3.8,3.3,3.5
178949,emobank,3.1,3.0,2.8
178950,emobank,3.22,3.44,3.22
178951,emobank,3.1,3.3,3.3
178952,emobank,3.09,3.18,3.36
178953,emobank,3.36,3.36,3.27
178954,emobank,3.2,3.2,3.1
178955,emobank,3.0,3.1,2.9
178956,emobank,3.0,3.38,3.0
178957,emobank,3.5,3.0,3.12
178958,emobank,2.8,3.1,2.6
178959,emobank,3.33,2.67,3.33
178960,emobank,3.4,3.2,3.3
178961,emobank,3.7,3.3,3.0
178962,emobank,2.88,3.0,3.0
178963,emobank,3.0,3.14,2.86
178964,emobank,3.0,3.0,3.1
178965,emobank,2.62,2.87,2.62
178966,emobank,3.5,3.2,3.3
178967,emobank,2.89,3.11,3.0
178968,emobank,3.0,3.0,2.9
178969,emobank,3.0,3.0,3.0
178970,emobank,2.8,2.9,2.9
178971,emobank,2.57,2.71,3.0
178972,emobank,2.7,2.9,3.5
178973,emobank,3.0,3.0,3.2
178974,emobank,2.67,2.78,3.56
178975,emobank,2.6,2.6,2.8
178976,emobank,2.9,3.1,3.1
178977,emobank,2.4,2.7,3.6
178978,emobank,3.25,3.37,3.5
178979,emobank,2.2,2.6,3.2
178980,emobank,2.82,3.09,2.73
178981,emobank,3.0,3.0,3.1
178982,emobank,2.78,2.78,3.33
178983,emobank,2.6,3.0,3.0
178984,emobank,2.8,3.1,2.6
178985,emobank,2.88,3.0,3.0
178986,emobank,3.3,3.2,3.0
178987,emobank,2.7,3.0,2.9
178988,emobank,3.0,3.0,3.0
178989,emobank,3.11,3.0,3.11
178990,emobank,3.12,3.12,3.0
178991,emobank,3.14,3.14,3.14
178992,emobank,3.0,3.09,2.82
178993,emobank,2.9,3.0,3.0
178994,emobank,2.75,3.0,2.75
178995,emobank,2.9,3.0,2.8
178996,emobank,3.2,3.1,2.9
178997,emobank,3.1,3.1,3.0
178998,emobank,2.5,2.8,3.0
178999,emobank,2.6,2.9,3.2
179000,emobank,3.0,2.73,2.55
179001,emobank,2.0,2.3,3.4
179002,emobank,2.8,2.9,3.2
179003,emobank,2.5,2.7,3.3
179004,emobank,2.8,3.1,2.9
179005,emobank,3.3,2.9,3.1
179006,emobank,3.1,3.0,3.0
179007,emobank,3.25,3.0,2.62
179008,emobank,3.38,3.12,3.25
179009,emobank,2.5,2.75,3.25
179010,emobank,2.11,2.33,3.33
179011,emobank,3.0,2.7,3.1
179012,emobank,3.2,3.2,3.3
179013,emobank,3.44,3.11,3.11
179014,emobank,3.22,3.67,3.11
179015,emobank,3.0,2.8,2.9
179016,emobank,3.0,2.9,2.9
179017,emobank,3.14,3.14,3.14
179018,emobank,2.4,2.6,3.3
179019,emobank,2.46,2.55,3.27
179020,emobank,3.4,3.1,3.3
179021,emobank,3.7,3.3,3.3
179022,emobank,2.5,3.1,3.5
179023,emobank,1.75,4.0,4.12
179024,emobank,1.78,2.45,3.78
179025,emobank,2.18,2.82,3.37
179026,emobank,2.5,2.7,3.1
179027,emobank,1.9,2.8,3.8
179028,emobank,3.0,3.0,2.89
179029,emobank,3.2,3.1,3.0
179030,emobank,3.0,2.9,2.5
179031,emobank,3.9,3.0,3.2
179032,emobank,3.0,2.75,2.38
179033,emobank,3.0,3.0,2.67
179034,emobank,3.38,3.0,2.88
179035,emobank,2.5,3.1,3.3
179036,emobank,2.4,2.8,2.8
179037,emobank,3.7,3.2,3.6
179038,emobank,3.1,3.0,3.0
179039,emobank,3.12,3.25,3.12
179040,emobank,2.37,2.63,3.25
179041,emobank,2.9,3.1,3.0
179042,emobank,2.9,3.4,2.9
179043,emobank,2.8,2.7,3.4
179044,emobank,2.2,2.9,3.2
179045,emobank,2.6,3.0,3.3
179046,emobank,2.89,3.11,2.67
179047,emobank,2.6,3.0,3.1
179048,emobank,2.8,2.6,3.0
179049,emobank,2.7,2.8,2.7
179050,emobank,2.37,2.75,3.25
179051,emobank,2.4,2.8,3.2
179052,emobank,2.6,3.1,3.2
179053,emobank,2.71,3.14,3.29
179054,emobank,3.0,3.1,3.1
179055,emobank,2.43,2.86,3.0
179056,emobank,3.0,3.2,2.7
179057,emobank,2.5,3.17,3.33
179058,emobank,2.44,3.0,3.22
179059,emobank,2.63,3.25,2.88
179060,emobank,2.91,3.0,3.0
179061,emobank,2.83,3.67,3.0
179062,emobank,2.6,3.0,3.1
179063,emobank,2.38,2.75,3.12
179064,emobank,2.3,2.4,2.8
179065,emobank,2.8,3.1,2.9
179066,emobank,2.83,3.17,3.0
179067,emobank,2.9,3.6,3.4
179068,emobank,2.4,2.9,3.2
179069,emobank,2.25,3.0,3.37
179070,emobank,2.88,2.88,2.88
179071,emobank,2.7,3.2,2.8
179072,emobank,3.12,3.12,3.25
179073,emobank,3.12,3.12,2.88
179074,emobank,2.67,2.89,2.89
179075,emobank,3.0,3.4,2.9
179076,emobank,4.0,3.0,3.1
179077,emobank,3.22,3.11,3.11
179078,emobank,3.57,3.29,2.71
179079,emobank,3.78,3.22,3.33
179080,emobank,2.9,3.2,3.3
179081,emobank,3.0,3.0,3.1
179082,emobank,2.86,3.14,2.57
179083,emobank,3.0,2.7,3.5
179084,emobank,3.0,3.0,3.3
179085,emobank,2.5,2.8,3.0
179086,emobank,3.2,3.0,3.3
179087,emobank,3.2,3.1,3.2
179088,emobank,3.2,3.0,3.1
179089,emobank,3.3,3.1,3.0
179090,emobank,3.0,2.88,2.87
179091,emobank,3.1,3.1,3.2
179092,emobank,3.0,3.0,2.86
179093,emobank,3.0,3.1,2.9
179094,emobank,3.0,3.22,3.0
179095,emobank,2.67,2.67,2.89
179096,emobank,2.73,2.91,3.18
179097,emobank,2.3,3.5,3.6
179098,emobank,2.9,2.9,2.7
179099,emobank,3.0,3.12,3.0
179100,emobank,3.8,3.4,3.6
179101,emobank,3.5,3.33,3.33
179102,emobank,2.8,3.0,3.6
179103,emobank,2.57,3.0,3.14
179104,emobank,2.4,3.0,3.2
179105,emobank,2.7,3.1,2.9
179106,emobank,2.67,2.78,2.89
179107,emobank,2.88,3.25,3.25
179108,emobank,3.62,3.12,3.5
179109,emobank,2.38,2.62,2.88
179110,emobank,3.0,3.29,3.14
179111,emobank,2.67,2.89,3.0
179112,emobank,2.5,2.8,3.1
179113,emobank,3.33,3.22,3.11
179114,emobank,3.2,3.0,2.9
179115,emobank,3.0,3.1,3.0
179116,emobank,3.0,3.0,2.57
179117,emobank,3.0,2.9,3.0
179118,emobank,3.6,3.2,3.1
179119,emobank,3.3,3.1,3.2
179120,emobank,3.6,3.0,3.0
179121,emobank,3.0,2.9,3.0
179122,emobank,3.62,3.25,3.12
179123,emobank,3.0,3.1,2.8
179124,emobank,4.0,3.34,3.56
179125,emobank,3.2,3.2,3.1
179126,emobank,3.3,3.2,2.8
179127,emobank,3.0,3.0,3.5
179128,emobank,2.71,3.0,3.0
179129,emobank,3.11,3.33,2.89
179130,emobank,3.2,3.0,3.0
179131,emobank,3.1,3.2,3.1
179132,emobank,3.0,3.2,2.9
179133,emobank,2.9,2.7,2.9
179134,emobank,2.9,3.0,2.8
179135,emobank,3.8,3.3,3.6
179136,emobank,3.4,3.0,3.2
179137,emobank,3.1,3.4,3.2
179138,emobank,3.1,3.3,3.0
179139,emobank,3.2,3.3,3.0
179140,emobank,3.14,3.29,3.14
179141,emobank,4.0,3.29,3.57
179142,emobank,2.8,3.4,3.6
179143,emobank,3.12,3.38,2.75
